NBHDName,NBHDNo,POPULATION_2023,ASSAULT_RATE_2015,ASSAULT_RATE_2016,ASSAULT_RATE_2017,ASSAULT_RATE_2018,ASSAULT_RATE_2019,AUTOTHEFT_RATE_2015,AUTOTHEFT_RATE_2016,AUTOTHEFT_RATE_2017,AUTOTHEFT_RATE_2018,AUTOTHEFT_RATE_2019,BIKETHEFT_RATE_2015,BIKETHEFT_RATE_2016,BIKETHEFT_RATE_2017,BIKETHEFT_RATE_2018,BIKETHEFT_RATE_2019,BREAKENTER_RATE_2015,BREAKENTER_RATE_2016,BREAKENTER_RATE_2017,BREAKENTER_RATE_2018,BREAKENTER_RATE_2019,HOMICIDE_RATE_2015,HOMICIDE_RATE_2016,HOMICIDE_RATE_2017,HOMICIDE_RATE_2018,HOMICIDE_RATE_2019,ROBBERY_RATE_2015,ROBBERY_RATE_2016,ROBBERY_RATE_2017,ROBBERY_RATE_2018,ROBBERY_RATE_2019,SHOOTING_RATE_2015,SHOOTING_RATE_2016,SHOOTING_RATE_2017,SHOOTING_RATE_2018,SHOOTING_RATE_2019,THEFTFROMMV_RATE_2015,THEFTFROMMV_RATE_2016,THEFTFROMMV_RATE_2017,THEFTFROMMV_RATE_2018,THEFTFROMMV_RATE_2019,THEFTOVER_RATE_2015,THEFTOVER_RATE_2016,THEFTOVER_RATE_2017,THEFTOVER_RATE_2018,THEFTOVER_RATE_2019
High Park-Swansea,087,26135,517.4589844,401.3571777,395.4019165,336.4036865,406.4078369,67.31173706,49.65243149,57.06831741,84.10092163,114.4255066,92.55364227,235.8490601,134.5181732,184.2210693,138.0997467,210.3491821,132.4064941,163.0523376,180.2162628,213.0681763,0.0,0.0,0.0,0.0,3.945707083,172.4863281,74.47865295,110.0603256,52.0624733,102.5883865,4.206983566,16.55081177,12.2289257,8.00961113,11.83712101,298.6958313,211.0228424,232.3495789,108.1297531,228.8510132,21.03491783,20.6885128,40.76308441,12.01441765,51.29419327
Roncesvalles,086,15939,758.0665894,772.677124,720.7207031,539.6482544,706.0455322,38.87520981,77.91701508,128.7001343,139.6736755,88.25569153,272.1264648,181.8063812,463.3204651,431.7186279,340.4147949,233.2512665,272.7095642,308.8803101,476.1602478,598.8778687,0.0,0.0,0.0,12.69760609,6.303977966,129.5840302,194.7925415,160.8751678,139.6736755,157.5994415,0.0,25.97233963,38.61003876,12.69760609,31.51988983,181.4176483,220.7648926,379.6653748,349.1841736,283.6790161,12.95840359,19.47925377,77.22007751,31.74401665,63.03977966
South Parkdale,085,23054,1059.411011,1102.120483,1077.734497,992.0187378,1138.587402,93.34017944,106.9568481,87.1359787,76.65599823,97.8473587,112.0082169,144.1592255,210.9607849,198.4037476,346.9133606,238.0174561,330.1711426,265.9940491,351.7157288,395.8370361,0.0,4.650297642,0.0,0.0,4.44760704,182.0133514,190.6622009,142.16922,166.8395233,151.2186432,4.667008877,32.55208206,27.51662445,27.05505753,8.895214081,200.6813812,227.8645782,394.4049377,198.4037476,244.6183929,18.66803551,41.85268021,50.44714355,40.58258438,106.742569
Little Portugal,084,17399,531.8795166,698.678833,580.270813,530.4230957,526.8199463,93.07891846,76.21951294,112.3104782,73.16181183,65.85249329,265.9397583,260.4166565,505.3971558,341.4217834,383.1417542,259.2912598,254.0650482,249.5788422,341.4217834,347.222229,13.29698849,6.351625919,0.0,6.096817493,0.0,46.53945923,57.1646347,81.11312103,73.16181183,59.86590195,6.648494244,0.0,0.0,6.096817493,5.986589909,212.7518158,196.9004059,274.5367126,189.0013428,245.4501953,6.648494244,25.40650368,12.47894192,67.06499481,53.87931061
Dufferin Grove,083,12709,750.1442871,771.8203735,690.7199707,945.2855835,722.7384644,57.70340347,65.68683624,89.38729095,136.1852112,47.6530838,329.7337341,369.4884644,365.675293,240.3268433,357.3981323,280.2736816,221.6930847,203.1529388,368.5011597,349.4559631,0.0,8.21085453,0.0,0.0,0.0,280.2736816,172.427948,105.6395264,208.2832642,254.1497955,0.0,8.21085453,16.25223541,16.02178955,0.0,247.3003082,312.0124817,276.2879944,384.5229492,357.3981323,41.21671677,24.63256454,24.37835121,72.09805298,63.53744888
Trinity-Bellwoods,081,17814,660.3384399,811.7075195,750.1171875,710.7772217,651.6147461,94.33406067,136.2720642,134.7866821,115.5735321,131.4661407,247.6269073,408.8162231,351.6174316,381.3926697,337.2391968,330.16922,272.5441284,404.3600464,364.0566406,628.7510986,0.0,5.924872398,0.0,0.0,0.0,88.43817902,100.7228317,117.2058105,86.68015289,125.7502136,17.68763542,11.8497448,5.860290527,5.77867651,0.0,389.1279907,373.2669678,392.6394653,381.3926697,325.807373,35.37527084,11.8497448,35.16174316,46.22941208,17.14775658
Don Valley Village,047,29424,495.2821655,487.9812012,456.71875,432.2462769,517.4329834,101.2255554,101.2109146,103.4753418,91.369133,72.92679596,25.30638885,7.229351044,14.27246094,31.6277771,13.8908186,169.9143219,238.5685883,114.1796875,203.8234406,118.0719528,0.0,0.0,0.0,0.0,0.0,119.3015442,86.75221252,67.79418945,126.5111084,118.0719528,7.230396748,3.614675522,0.0,7.028394699,10.41811371,368.7502136,195.1924744,128.4521484,175.7098694,239.6166077,21.69118881,28.91740417,35.68115234,38.65616989,48.6178627
Pleasant View,046,16732,256.6923218,319.5673523,268.4072571,235.3083191,263.7415466,36.67033386,43.01868057,103.7027969,78.43610382,143.859024,0.0,12.29105186,12.20032978,6.033546448,17.98237801,110.0110016,196.6568298,67.10181427,199.1070404,71.92951202,0.0,0.0,0.0,0.0,0.0,97.78755951,79.89183807,30.50082397,54.30191803,83.91776276,6.111722469,6.145525932,0.0,6.033546448,0.0,281.1392212,79.89183807,158.6042786,174.9728546,275.7297974,30.55861092,18.43657875,30.50082397,30.16773224,23.97650337
Flemingdon Park,044,23485,663.5993652,703.2597656,552.2682495,641.7761841,658.5744019,30.96796989,22.11508751,52.59697723,34.69060135,38.7396698,44.2399559,17.69207001,21.91540718,8.672650337,30.13085365,88.4799118,61.92224503,52.59697723,60.70855713,68.87052155,0.0,0.0,0.0,0.0,0.0,88.4799118,110.5754318,87.66162872,69.3812027,55.95730209,22.11997795,35.38414001,21.91540718,26.01795197,38.7396698,70.78393555,207.8818207,70.12930298,108.4081345,73.17493439,13.27198696,13.26905251,17.53232574,4.336325169,12.91322327
Victoria Village,043,18592,720.8945923,713.9619141,420.0974731,595.9278564,666.3389893,68.11602783,118.9936523,78.41819,60.69635391,81.92691803,17.02900696,5.66636467,5.601299286,16.55355072,5.461794853,261.1114197,124.6600189,179.2415771,198.6426086,322.2458801,0.0,11.33272934,5.601299286,0.0,5.461794853,85.14502716,67.99637604,84.0194931,71.73205566,71.00333405,0.0,39.66455078,16.80389786,5.517850399,38.23256302,215.7007446,186.9900208,207.2480774,237.2675629,207.5482025,34.05801392,22.66545868,28.00649834,16.55355072,21.84717941
Banbury-Don Mills,042,31047,282.1690979,299.3471985,378.265625,255.7368011,254.5220032,75.96859741,25.24614906,56.56308365,96.76527405,145.9259491,43.41062927,18.03296471,35.35192871,44.92673492,6.78725338,314.7270508,205.5757904,226.2523346,293.7517395,274.8837585,0.0,0.0,0.0,0.0,0.0,104.9090195,86.55822754,38.88712311,27.64722061,44.11714935,0.0,7.213185787,3.535192728,0.0,6.78725338,148.3196411,180.3296356,208.5763702,221.1777649,196.8303528,50.64573288,39.67251968,17.67596436,27.64722061,54.29802704
Bridle Path-Sunnybrook-York Mills,041,10707,335.3889465,214.2015686,272.0803833,336.6316528,448.9673767,129.8279724,117.8108597,31.39388847,91.8086319,109.7475815,64.91398621,64.26046753,62.78777695,30.60287666,59.86231613,389.4839478,524.7938232,701.130188,540.6508179,528.7838135,0.0,0.0,0.0,0.0,0.0,10.81899834,21.42015648,10.46462917,10.20095921,129.7016907,0.0,0.0,10.46462917,20.40191841,29.93115807,173.1039734,128.5209351,125.5755539,193.818222,249.4263153,32.4569931,53.55039215,52.32314682,40.80383682,29.93115807
St.Andrew-Windfields,040,20205,224.9657135,291.7698975,254.3427734,312.5827942,328.2617798,137.1742096,55.05092239,86.5847702,127.1523209,208.4201813,5.486968517,38.53564453,27.05774117,37.0860939,20.84201813,433.47052,308.2851563,476.2162476,429.1390686,437.682373,0.0,0.0,10.82309628,0.0,0.0,27.43484306,93.58657074,5.411548138,26.49006653,57.31554794,0.0,11.01018429,0.0,5.29801321,10.42100906,235.9396362,148.6374969,167.7579956,143.0463562,260.5252075,76.81755829,49.54582977,37.88083649,31.78808022,36.47352982
Bedford Park-Nortown,039,25583,119.2148819,144.9151764,218.0842133,160.4212036,239.1568756,170.3069763,127.8663406,197.1145782,201.5548553,255.3708954,38.31906891,85.24422455,46.13319778,82.26728821,81.07012939,285.2641907,426.2211304,507.4651794,415.4497986,364.8155518,0.0,0.0,0.0,0.0,0.0,34.06139755,76.71980286,71.29676056,53.47373581,56.74908829,0.0,4.262211323,0.0,0.0,8.107012749,276.7488403,196.0617218,364.8716736,304.3889465,482.3672485,59.60744095,29.83547783,54.52105331,28.79355049,72.96311188
Lansing-Westgate,038,17872,472.0740662,391.5426636,499.3460999,379.4069519,403.0864868,134.8782959,156.6170654,166.4487,93.39247894,143.9594574,24.52332687,78.30853271,29.72298241,23.34811974,28.79189301,165.5324554,246.9730682,249.6730499,291.8515015,224.5767517,0.0,0.0,0.0,0.0,0.0,30.65415955,30.1186676,83.22434998,186.7849579,51.82540512,6.130831718,6.023733616,0.0,5.837029934,11.51675701,190.0557861,228.9018707,190.2270813,303.5255737,414.603241,30.65415955,24.09493446,65.39055634,35.02218246,57.58378601
Willowdale West,037,19546,597.1384888,549.6412964,424.5443115,524.2536011,567.4141846,82.77166748,63.64267349,73.58768463,60.70305252,129.6946716,88.68392944,271.9277954,130.1935883,44.14767456,59.44339371,94.59619141,219.8565216,169.8177338,193.1460724,108.0788956,0.0,0.0,5.660591125,0.0,0.0,5.912261963,63.64267349,130.1935883,176.5906982,135.0986176,0.0,11.57139587,0.0,0.0,0.0,100.5084534,231.4279175,254.726593,204.1829987,302.6209106,35.47357178,23.14279175,22.6423645,33.11075592,48.63550568
Newtonbrook West,036,26265,465.4994812,570.2330322,448.6661377,671.7545166,615.8311768,98.86714935,184.6078033,137.4292603,202.718811,231.427002,78.26982117,110.7646866,97.00889587,63.59806061,62.75986481,173.0175018,221.5293732,351.6572266,214.6434479,207.8920593,0.0,0.0,0.0,0.0,0.0,24.71678734,65.63833618,161.681488,95.3970871,70.60485077,0.0,0.0,0.0,0.0,3.92249155,271.8846436,184.6078033,206.1438904,250.4173584,325.566803,41.19464493,24.61437416,68.71463013,35.77391052,43.14740753
Westminster-Branson,035,27742,351.7042542,413.3462524,369.0036926,365.1100769,380.3107605,71.0891571,89.37216187,66.42066193,127.7885284,123.1482468,41.15688324,55.85760117,36.90036774,18.25550461,39.84207916,254.4243622,70.75296021,154.9815521,146.0440369,137.6362762,0.0,0.0,0.0,0.0,0.0,22.44920921,37.23839951,55.35055161,54.76651382,28.97605896,0.0,7.447679996,0.0,3.651100874,3.62200737,190.8182678,163.8489685,158.6715851,222.7171478,188.3443756,18.70767403,26.06687927,14.76014805,14.6044035,3.62200737
Bathurst Manor,034,17255,294.1912842,442.3676147,344.2763977,404.7849121,339.9129333,143.9659424,155.7632446,153.6948242,223.5379486,149.0846252,37.55633545,24.92211914,43.03454971,54.3740921,35.78030777,187.7816772,205.6074829,233.6161346,193.3301086,131.1944733,0.0,0.0,0.0,0.0,0.0,56.33450317,74.76635742,79.92131042,60.41566086,89.45077515,0.0,0.0,0.0,0.0,0.0,175.2628937,211.8380127,184.4337921,247.7042084,190.8283081,12.51877785,24.92211914,30.73896408,24.16626358,29.81692314
Clanton Park,033,19089,379.8842163,336.5015564,352.58078,479.4134216,503.4856567,180.8972473,295.1768188,156.0603485,236.8866272,243.4436188,30.14954185,5.90353632,28.90006447,62.0417366,49.79528427,265.315979,242.0449829,312.120697,293.288208,243.4436188,0.0,5.90353632,0.0,0.0,0.0,48.23926544,41.32475281,86.70018768,62.0417366,88.52495575,6.02990818,0.0,5.780012608,0.0,11.06561947,307.5253296,242.0449829,398.8208923,366.61026,376.2310486,36.17945099,35.42121887,28.90006447,50.7614212,22.13123894
Englemount-Lawrence,032,24465,369.4964905,577.2133789,463.5298157,416.6845703,473.7933044,93.48706818,102.1223679,153.0523071,171.8286896,101.5271378,120.1976547,79.92185211,26.23753738,51.54860687,42.3029747,182.5223694,248.6457672,205.5273743,223.3772888,135.3695221,0.0,0.0,0.0,4.295717239,0.0,57.87294769,164.2838135,96.20429993,42.95717239,63.45446014,26.71059036,71.04164886,21.86461449,34.36573792,50.76356888,235.9435577,164.2838135,223.0190735,236.2644501,266.508728,8.903530121,31.0807209,43.72922897,30.07002068,29.61208153
Yorkdale-Glen Park,031,17258,949.2793579,1210.402588,1080.899658,1143.822754,1302.066895,367.2394714,283.5800171,349.1104431,409.4365234,391.8842163,103.9356995,76.08244324,80.56394958,97.48488617,126.4142609,394.955658,456.4946594,389.3924255,415.9355164,549.9020386,6.929046631,6.916585922,6.713662148,12.99798489,6.320713043,145.5099792,165.9980621,228.2645111,305.4526672,265.4699402,20.78713989,6.916585922,40.28197479,64.9899292,107.4521179,526.6075439,435.7449036,516.9520264,630.4022827,543.5812988,103.9356995,179.8312378,154.4142303,129.9798584,189.6213837
Brookhaven-Amesbury,030,18738,551.4304199,661.6722412,662.1079102,563.6070557,560.1195068,229.3077087,164.0509644,130.2507324,257.6489563,197.3754425,32.75824356,21.87346268,37.98979568,32.20611954,21.3378849,240.2271271,169.5193329,173.6676483,177.1336517,266.7235718,0.0,5.468365669,0.0,0.0,0.0,109.1941452,180.4560547,113.9693909,107.3537292,122.6928406,10.91941452,16.40509605,37.98979568,10.7353735,42.67576981,278.4450684,147.645874,179.0947571,246.9135742,272.0580444,43.67765808,5.468365669,37.98979568,59.04455185,64.01365662
Maple Leaf,029,10575,304.4588623,413.6708374,175.5241394,259.7902527,266.3369141,176.7825623,147.7395782,78.01072693,125.0841904,237.8008118,9.821252823,0.0,19.50268173,9.621860504,0.0,127.6762924,177.2875061,97.51340485,67.35302734,142.6804962,0.0,0.0,0.0,0.0,0.0,29.46376038,78.79444122,19.50268173,57.73116684,38.04813004,19.64250565,0.0,9.751340866,19.24372101,9.512032509,176.7825623,128.0409698,58.5080452,317.5214233,171.2165833,39.28501129,0.0,19.50268173,38.48744202,28.53609848
Rustic,028,10404,656.1940918,737.6395264,631.4750977,702.2335205,618.8956299,188.9043579,99.68102264,108.5347824,146.298645,367.4692993,19.88466835,29.90430641,0.0,0.0,19.34048843,169.0196838,169.4577332,118.4015808,87.77919006,135.3834229,9.942334175,0.0,0.0,0.0,9.670244217,159.0773468,59.80861282,39.4671936,78.02593994,29.01073456,69.59634399,89.71292114,29.6003952,78.02593994,67.69171143,139.192688,79.74481964,177.6023712,458.4024048,251.4263611,9.942334175,29.90430641,9.866798401,19.50648499,9.670244217
York University Heights,027,29897,1025.748413,1264.6698,1184.29248,1213.260376,1279.837524,348.8940125,381.8532104,322.0444641,311.0047913,497.7145691,94.20137787,87.58100891,114.2738419,123.0348587,60.94464111,488.4515991,346.8208008,363.5986023,416.9514771,375.8252869,0.0,7.006481171,3.462843657,3.417634964,0.0,296.559906,241.723587,259.7132874,311.0047913,277.6366882,3.488940001,17.51620293,34.62843704,27.34107971,20.31488037,425.6506958,476.4407043,567.9063721,577.5803223,538.3443604,160.4912415,133.1231384,131.5880585,126.4524918,104.9602203
Glenfield-Jane Heights,025,32251,989.4353638,1013.122375,917.1390381,965.6821289,1094.61731,162.7780762,209.0569916,162.4100342,213.8970184,274.4339905,89.3683548,32.16261292,41.39863586,25.16435432,24.94854355,114.9021759,96.48783875,133.7494354,119.5306854,112.2684479,0.0,3.216261387,6.369020939,0.0,6.237135887,153.2028961,228.3545532,168.7790527,166.7138519,155.9283905,54.25936127,70.75775146,66.87471771,78.63861084,96.67560577,150.0111694,283.0310059,194.2551422,257.9346313,230.7740326,22.3420887,28.94635201,22.29157448,34.60098648,37.42281723
Broadview North,057,12200,487.4359131,387.5315857,476.4292908,471.2301636,566.0377197,33.61627197,58.97219849,50.15045166,49.60317612,24.6103363,75.63660431,134.7935944,83.58408356,8.267195702,106.6447906,176.4854126,134.7935944,200.6018066,66.13756561,205.0861359,0.0,0.0,8.358408928,8.267195702,0.0,33.61627197,92.67060089,41.79204178,57.87036896,41.01722717,0.0,8.424599648,8.358408928,0.0,0.0,201.6976166,202.1903992,100.3009033,132.2751312,213.2895813,16.80813599,16.8491993,8.358408928,8.267195702,8.203445435
Leaside-Bennington,056,18185,163.4273071,234.3978882,219.8183594,204.8014526,174.1181793,81.71365356,17.57984161,23.13877487,227.5571747,174.1181793,134.2438507,222.6779938,98.33979034,130.8453674,146.0345917,175.1006775,193.3782654,167.7561188,193.4235992,252.7521973,5.836689472,0.0,0.0,0.0,0.0,64.20358276,46.87957764,75.20101929,45.51143646,11.23343086,5.836689472,0.0,0.0,0.0,0.0,204.2841339,111.3389969,254.5265198,164.9789581,258.3688965,29.18344688,17.57984161,23.13877487,17.06678772,39.31700897
Thorncliffe Park,055,22508,500.3540344,413.7610474,459.4954834,422.1324463,544.0647583,56.64385223,23.24500275,41.35459137,59.00776291,67.44604492,23.60160446,69.73500824,45.94954681,13.61717606,35.97122192,127.4486694,111.5760117,87.30413818,108.9374084,125.8992844,4.720321178,4.649000645,18.37981987,0.0,0.0,47.20320892,74.38401031,41.35459137,18.15623474,58.45323563,4.720321178,4.649000645,9.189909935,13.61717606,35.97122192,80.24545288,139.4700165,114.8738708,136.1717529,121.4028778,28.32192612,51.13900375,41.35459137,18.15623474,22.4820137
O'Connor-Parkview,054,19901,845.899231,665.5137939,684.6118164,680.5853882,725.3728027,63.04838943,36.68186188,51.86452866,97.22648621,142.0310364,57.7943573,31.44159698,46.6780777,46.05465317,25.36268616,157.6209717,178.1690521,202.2716675,133.0467682,284.0620728,0.0,0.0,5.186452866,0.0,0.0,68.30242157,146.7274475,93.3561554,35.8202858,60.87044907,15.76209736,5.240266323,10.37290573,25.58591843,20.29014969,462.3548584,440.182373,160.7800446,399.1403198,253.6268616,31.52419472,31.44159698,10.37290573,30.7031002,35.50775909
Henry Farm,053,22782,407.4768677,447.3587341,426.3900757,412.3263855,442.0230408,77.61464691,61.28202057,86.43041992,86.80555725,118.2154617,12.93577385,6.128201962,17.28608513,5.425347328,30.83881569,168.1650543,73.53842163,161.336792,119.3576355,200.452301,6.467886925,0.0,5.762028217,5.425347328,0.0,38.80732346,36.76921082,69.14434052,54.25347137,35.97861862,25.8715477,0.0,5.762028217,10.85069466,20.55920982,239.3118134,269.6408997,132.5266418,130.2083282,431.7434082,19.40366173,6.128201962,51.85825348,27.12673569,66.81743622
Bayview Village,052,25685,500.874176,356.3922119,266.5126953,267.1492615,293.8583679,66.15319061,63.96783447,93.27944183,38.77973175,159.5231171,51.97750854,114.2282715,53.30253601,64.63288879,37.78178787,160.6577454,150.7813263,177.6751251,215.4429474,155.3251343,0.0,0.0,0.0,4.308858871,0.0,23.62614059,50.26044083,39.97690201,25.85315323,62.96965027,4.725227833,0.0,0.0,4.308858871,4.197976589,108.6802444,191.9035034,133.2563477,129.2657776,218.2947845,42.52705383,22.84565544,31.09314537,30.16201401,50.37571716
Newtonbrook East,050,17338,470.7631226,585.8887939,497.7264404,518.6346436,504.8105469,49.5540123,49.86287689,67.59247589,84.42890167,166.2905273,49.5540123,56.09573746,55.30293655,36.183815,41.57263184,309.7125854,261.7800903,344.1071777,385.9606934,314.7642212,6.194251537,6.232859612,0.0,6.030635834,0.0,49.5540123,62.32859802,116.7506485,42.21445084,59.38947678,0.0,12.46571922,0.0,6.030635834,0.0,204.4103088,162.0543518,239.6460571,205.0416107,344.4589539,37.16551208,31.16429901,55.30293655,24.12254333,53.45052719
Bayview Woods-Steeles,049,13641,328.4448547,284.812561,236.0645752,322.9682922,349.0012512,53.46776581,138.5574646,159.9147186,52.57623672,155.9367371,22.91475677,7.697636604,15.22997284,7.510890961,14.85111713,259.700592,254.0220184,296.9844666,217.8158264,155.9367371,0.0,0.0,0.0,0.0,7.425558567,7.638252258,0.0,30.45994568,45.06534576,44.55335236,0.0,7.697636604,0.0,22.53267288,22.27667618,106.9355316,115.4645538,45.68991852,217.8158264,163.3622894,7.638252258,7.697636604,22.84495926,15.02178192,14.85111713
Hillcrest Village,048,18076,330.6350403,230.335144,296.6681824,394.76651,380.4195862,57.00604248,126.6843262,102.6928329,140.9880371,151.0489502,22.80241776,17.27513504,39.93610382,45.11617279,50.34965134,273.6289978,195.7848663,176.8598785,236.8599091,195.8041992,0.0,0.0,0.0,0.0,5.594405651,39.90422821,86.37567902,154.0392456,95.87187195,95.10489655,0.0,0.0,5.70515728,5.639521599,11.1888113,262.2277832,120.9259491,114.1031494,208.6623077,257.3426514,28.50302124,11.51675701,22.82062912,45.11617279,33.56643295
Alderwood,020,13503,379.8900757,314.7953796,166.9316406,233.6994629,275.9466553,145.4898224,137.2185059,127.1860123,194.7495575,114.9777679,16.16553497,24.21502876,31.79650307,70.10984039,38.32592392,226.3174896,209.8635864,182.829895,179.1695862,199.2947998,0.0,0.0,0.0,0.0,0.0,48.49660492,80.71676636,47.69475174,62.31985855,38.32592392,0.0,0.0,0.0,0.0,7.665184498,363.7245483,363.2254333,135.1351318,155.7996368,413.9199829,24.24830246,80.71676636,55.64387894,54.52987289,53.65629196
Long Branch,019,11601,649.7915039,577.3671875,612.4564209,524.0897217,531.435791,145.475708,125.0962296,131.9136963,101.1401215,99.08124542,96.9838028,96.22786713,160.1809082,321.8094788,99.08124542,320.0465393,269.4380188,254.4049683,358.5877075,261.2142029,0.0,0.0,0.0,0.0,0.0,135.7773285,57.73672104,131.9136963,91.9455719,270.2215881,0.0,0.0,28.26721954,0.0,0.0,504.3157654,182.8329468,395.7410583,147.112915,396.3249817,38.79352188,0.0,28.26721954,27.58366966,9.007386208
New Toronto,018,12205,892.0065918,840.8408203,857.6766357,879.3969727,895.6708984,112.5833588,85.80008698,101.9021759,100.5025101,190.7447357,103.9230957,51.48005295,76.42662811,293.1323242,74.63924408,363.730835,360.3603516,220.7880402,175.8793945,207.3312378,0.0,8.580008507,0.0,16.75041962,0.0,181.8654175,163.0201569,195.3125,167.5041809,140.9852448,8.660258293,8.580008507,25.47554398,8.375209808,16.58649826,372.3910828,274.5602722,178.3288116,309.8827515,348.3164673,43.3012886,42.90004349,8.491847992,8.375209808,16.58649826
Stonegate-Queensway,016,26728,285.7366638,316.3938904,406.1109924,335.8009644,344.0843811,125.254425,54.68536377,135.3703308,129.7412872,136.1212921,78.28401184,46.87316895,30.94179153,45.79103851,41.59262085,176.1390381,191.3987732,193.3861847,148.8208771,241.9934235,0.0,0.0,0.0,0.0,0.0,58.7130127,62.49755859,100.5608215,103.0298386,90.74753571,7.828401566,0.0,0.0,3.815920115,7.562294483,238.7662506,203.1170654,224.3279877,301.4576721,276.0237427,31.31360626,15.62438965,23.2063427,30.52736092,15.12458897
Kingsway South,015,10257,351.9624634,287.8157959,209.709549,319.0285034,293.7303772,170.648468,95.93859863,220.1950226,102.9124222,293.7303772,170.648468,149.2378235,83.88381958,72.03869629,70.9004364,245.3071747,287.8157959,325.0498047,185.2423553,253.2158356,0.0,0.0,0.0,0.0,0.0,181.3139954,106.5984421,157.2821655,164.6598816,131.6722412,0.0,0.0,10.48547745,0.0,0.0,362.6279907,202.5370483,293.5933838,277.8635254,232.9585724,31.99658775,21.3196888,62.91286469,41.1649704,40.514534
Etobicoke West Mall,013,12713,505.6998291,388.9734497,441.6666565,368.8524475,420.5758667,119.9965744,126.8391647,75.0,73.77049255,97.05596924,17.14236641,8.455944061,16.66666603,16.39344215,24.26399231,214.2795868,118.3832245,66.66666412,131.1475372,64.70397949,0.0,8.455944061,0.0,0.0,16.17599487,42.85591888,33.82377625,33.33333206,49.18032837,80.87997437,17.14236641,8.455944061,8.333333015,24.59016418,32.35198975,214.2795868,160.6629486,125.0,188.5245972,153.6719513,25.71355057,0.0,33.33333206,24.59016418,48.52798462
Markland Wood,012,10741,112.2019653,242.8998566,213.9136963,221.4839478,128.7593079,140.2524567,121.4499283,83.70536041,175.3414612,82.77384186,56.10098267,9.342302322,27.9017849,46.14248657,82.77384186,177.6531067,177.5037384,120.9077377,230.7124329,229.9273376,0.0,0.0,0.0,0.0,0.0,28.05049133,93.42301941,93.00595093,36.91399002,119.5622177,0.0,0.0,0.0,9.228497505,9.197093964,355.3062134,411.0612793,288.3184509,203.026947,165.5476837,18.70032692,18.68460464,9.300595284,18.45699501,27.59128189
Eringate-Centennial-West Deane,011,19558,335.0610046,320.6981812,302.5560913,175.3390808,225.3290253,125.6478729,157.7204132,151.2780457,139.2398529,209.965683,10.47065639,21.02938843,20.86593628,10.31406307,15.36334324,146.5891876,147.205719,93.89671326,170.1820374,102.422287,0.0,0.0,0.0,10.31406307,5.121114254,78.52992249,68.34551239,93.89671326,46.4132843,56.33225632,20.94131279,15.77204132,5.21648407,15.47109509,10.24222851,240.8250885,220.8085785,151.2780457,216.5953217,184.3601227,20.94131279,21.02938843,10.43296814,20.62812614,20.48445702
Princess-Rosethorn,010,12552,131.9261169,308.9962158,234.232666,178.1321564,216.6486053,167.1064148,211.8831177,164.8303986,178.1321564,233.3138885,35.18029785,26.48538971,26.0258522,50.89490128,41.66319656,255.0571747,291.3392639,251.5832367,186.6146393,274.9770813,0.0,8.828462601,0.0,8.482483864,0.0,35.18029785,326.6531372,60.72698975,25.44745064,124.9895859,0.0,8.828462601,26.0258522,8.482483864,0.0,650.8355103,467.9085388,260.2585144,313.8518982,274.9770813,35.18029785,26.48538971,26.0258522,50.89490128,33.33055496
Edenbridge-Humber Valley,009,17271,154.5196991,185.647522,176.0341949,141.6866913,211.9542236,148.0813751,179.2458801,113.1648407,110.885231,139.2841949,70.8215332,32.00819397,69.15629578,18.48087311,6.05583477,257.5328369,294.4753723,264.0513,277.2130737,320.959259,0.0,0.0,0.0,0.0,0.0,45.06824493,25.60655594,31.43467903,36.96174622,18.16750526,0.0,12.80327797,0.0,0.0,18.16750526,534.3806152,300.8770142,232.6166229,141.6866913,199.8425446,25.75328445,12.80327797,25.14774323,30.80145454,60.55834961
Humber Heights-Westmount,008,11398,330.2253418,300.1549072,361.354126,362.6220398,328.3772583,252.5252533,164.6010895,237.7329712,139.4700165,173.3102264,29.13752937,9.682416916,9.509319305,27.89400291,9.121590614,194.2501984,222.6955872,294.7888794,269.6420288,209.7965851,0.0,9.682416916,9.509319305,18.59600258,0.0,58.27505875,106.5065842,47.54659653,46.49000549,45.60795593,38.85004044,67.7769165,28.52795792,27.89400291,63.85113525,349.6503601,271.107666,218.7143402,325.4300232,118.5806808,19.42502022,38.72966766,57.05591583,27.89400291,45.60795593
Willowridge-Martingrove-Richview,007,24097,312.9545593,429.560791,428.8313293,333.3333435,405.7995605,154.2733765,214.7803955,186.2600708,226.4957275,181.764389,48.48591614,8.766547203,12.99488831,12.82051277,8.454156876,158.6811829,153.414566,168.933548,282.0512695,177.5373077,4.407810688,0.0,0.0,8.547008514,4.227078438,66.11715698,232.3134918,86.63259125,72.64957428,160.6289825,8.815621376,13.14982033,12.99488831,21.36752129,21.13539314,260.0608215,223.5469513,177.596817,294.8717957,156.4019165,13.22343159,17.53309441,17.32651901,17.09401703,12.68123627
