NBHDNo,NBHDName,BranchCode,BranchName,Year,Visits,Registrations,Circulation,Sessions
001,West Humber-Clairville,HW,Humberwood,2022,29417.0,574,29362,2807.0
089,Runnymede-Bloor West Village,JD,Jane/Dundas,2022,87567.0,1404,200464,17688.0
070,South Riverdale,JO,Jones,2022,41781.0,748,108010,3350.0
025,Glenfield-Jane Heights,JS,Jane/Sheppard,2022,55649.0,1398,70105,10134.0
125,Ionview,KE,Kennedy/Eglinton,2022,75654.0,1859,110971,17130.0
019,Long Branch,LB,Long Branch,2022,30760.0,736,90655,4649.0
056,Leaside-Bennington,LE,Leaside,2022,107068.0,1432,282606,6381.0
103,Lawrence Park South,LO,Locke,2022,68641.0,1204,162948,7941.0
078,Kensington-Chinatown,LS,Lillian H. Smith,2022,169226.0,3242,237732,53604.0
062,East End-Danforth,MA,Main Street,2022,88269.0,1040,225908,11288.0
146,Malvern East,MAL,Malvern,2022,134121.0,2799,210714,23708.0
107,Oakwood-Vaughan,MAS,Maria A. Shchuka,2022,105100.0,1424,138093,24408.0
126,Dorset Park,MCG,McGregor Park,2022,51954.0,1434,101179,7915.0
115,Mount Dennis,MD,Mount Dennis,2022,72801.0,866,73517,12200.0
160,Mimico-Queensway,MI,Mimico Centennial,2022,55676.0,935,161819,5121.0
119,Wexford-Maryvale,MRV,Maryvale,2022,79733.0,1340,55037,9766.0
136,West Hill,MS,Morningside,2022,80008.0,1557,143361,11739.0
100,Yonge-Eglinton,ND,Northern District,2022,234291.0,3819,380855,40022.0
001,West Humber-Clairville,NE,Northern Elms,2022,22338.0,380,46726,4798.0
018,New Toronto,NT,New Toronto,2022,29806.0,698,78132,5557.0
107,Oakwood-Vaughan,OV,Oakwood Village Library and Arts Centre,2022,51839.0,691,110991,5348.0
069,Blake-Jones,PA,Pape/Danforth,2022,125371.0,1515,268749,14645.0
171,Junction-Wallace Emerson,PE,Perth/Dupont,2022,24922.0,442,60143,1690.0
085,South Parkdale,PK,Parkdale,2022,189577.0,2718,279390,43158.0
073,Moss Park,PL,Parliament Street,2022,134804.0,1873,177165,26672.0
095,Annex,PM,Palmerston,2022,81764.0,879,184670,6610.0
133,Centennial Scarborough,PU,Port Union,2022,39945.0,838,109801,2287.0
046,Pleasant View,PV,Pleasant View,2022,33177.0,582,100288,3536.0
070,South Riverdale,QS,Queen/Saulter,2022,39625.0,620,73086,4032.0
068,North Riverdale,RD,Riverdale,2022,91701.0,976,171092,16743.0
007,Willowridge-Martingrove-Richview,RI,Richview,2022,179693.0,3175,398376,25414.0
088,High Park North,RN,Runnymede,2022,175890.0,2074,362744,28534.0
004,Rexdale-Kipling,RX,Rexdale,2022,20128.0,365,35307,3016.0
078,Kensington-Chinatown,SA,Sanderson,2022,90084.0,1257,102407,17522.0
156,Bendale -Glen Andrew,SC,Scarborough Civic Centre,2022,115726.0,2536,134117,21266.0
091,Weston-Pellam Park,SI,St. Clair/Silverthorn,2022,20273.0,450,44750,2182.0
074,North St. James Town,SJ,St. James Town,2022,71045.0,1864,81061,14698.0
166,St Lawrence-East Bayfront-The Islands,SL,St. Lawrence,2022,68345.0,1880,146566,9443.0
095,Annex,SP,Spadina Road,2022,37150.0,747,72202,5208.0
116,Steeles,ST,Steeles,2022,68224.0,1097,132901,8960.0
087,High Park-Swansea,SW,Swansea Memorial,2022,7707.0,157,16345,540.0
059,Danforth Village - East York,SWS,S. Walter Stewart,2022,162852.0,1488,338947,16305.0
122,Birchcliffe-Cliffside,TA,Taylor Memorial,2022,23011.0,408,78732,2401.0
055,Thorncliffe Park,TH,Thorncliffe,2022,77271.0,1589,91727,16651.0
058,Old East York,TOD,Todmorden Room,2022,14260.0,183,20919,1220.0
098,Rosedale-Moore Park,TRL,Toronto Reference Library,2022,745217.0,9448,239509,136640.0
043,Victoria Village,VV,Victoria Village,2022,19859.0,444,49054,2572.0
113,Weston,WE,Weston,2022,73630.0,1080,78666,14837.0
022,Humbermede,WP,Woodview Park,2022,28304.0,413,35084,4115.0
129,Agincourt North,WS,Woodside Square,2022,163061.0,1788,176330,21028.0
096,Casa Loma,WY,Wychwood,2022,37001.0,1035,47953,3836.0
095,Annex,YO,Yorkville,2022,75390.0,1081,142124,8755.0
025,Glenfield-Jane Heights,YW,York Woods,2022,69116.0,1116,43695,16088.0
115,Mount Dennis,MD,Mount Dennis,2012,0.0,3,9180,0.0
047,Don Valley Village,FV,Fairview,2013,0.0,26,186152,0.0
091,Weston-Pellam Park,SI,St. Clair/Silverthorn,2018,0.0,6,4239,0.0
096,Casa Loma,WY,Wychwood,2019,0.0,17,14190,0.0
096,Casa Loma,WY,Wychwood,2020,0.0,4,5174,0.0
170,Yonge-Bay Corridor,CH,City Hall,2021,0.0,28,10989,0.0
099,Mount Pleasant East,MP,Mount Pleasant,2021,0.0,4,11242,0.0
087,High Park-Swansea,SW,Swansea Memorial,2021,0.0,1,4642,0.0
096,Casa Loma,WY,Wychwood,2021,0.0,18,3768,0.0
099,Mount Pleasant East,MP,Mount Pleasant,2022,0.0,7,10191,0.0
