NBHDNo,NBHDName,BranchCode,BranchName,Year,Visits
166,St Lawrence-East Bayfront-The Islands,SL,St. Lawrence,2012,99144
095,Annex,SP,Spadina Road,2012,92352
116,Steeles,ST,Steeles,2012,210047
087,High Park-Swansea,SW,Swansea Memorial,2012,20256
059,Danforth Village - East York,SWS,S. Walter Stewart,2012,254166
122,Birchcliffe-Cliffside,TA,Taylor Memorial,2012,40929
055,Thorncliffe Park,TH,Thorncliffe,2012,205064
058,Old East York,TOD,Todmorden Room,2012,21401
098,Rosedale-Moore Park,TRL,Toronto Reference Library,2012,1137016
043,Victoria Village,VV,Victoria Village,2012,65984
113,Weston,WE,Weston,2012,84777
022,Humbermede,WP,Woodview Park,2012,35561
129,Agincourt North,WS,Woodside Square,2012,488396
096,Casa Loma,WY,Wychwood,2012,107079
095,Annex,YO,Yorkville,2012,208985
025,Glenfield-Jane Heights,YW,York Woods,2012,212775
