NBHDNo,NBHDName,POPULATION_2023,Year,Type_of_Crime,Rate_of_Crime
029,Maple Leaf,10575,2018,SHOOTING,19.24372101
029,Maple Leaf,10575,2019,SHOOTING,9.512032509
029,Maple Leaf,10575,2020,SHOOTING,9.484966278
029,Maple Leaf,10575,2021,SHOOTING,19.03311729
029,Maple Leaf,10575,2022,SHOOTING,9.470593452
029,Maple Leaf,10575,2023,SHOOTING,9.456264496
029,Maple Leaf,10575,2014,THEFTFROMMV,117.2791214
029,Maple Leaf,10575,2015,THEFTFROMMV,176.7825623
029,Maple Leaf,10575,2016,THEFTFROMMV,128.0409698
029,Maple Leaf,10575,2017,THEFTFROMMV,58.5080452
029,Maple Leaf,10575,2018,THEFTFROMMV,317.5214233
029,Maple Leaf,10575,2019,THEFTFROMMV,171.2165833
029,Maple Leaf,10575,2020,THEFTFROMMV,294.0339661
029,Maple Leaf,10575,2021,THEFTFROMMV,180.814621
029,Maple Leaf,10575,2022,THEFTFROMMV,179.6690307
029,Maple Leaf,10575,2023,THEFTFROMMV,160.7565002
029,Maple Leaf,10575,2014,THEFTOVER,0.0
029,Maple Leaf,10575,2015,THEFTOVER,39.28501129
029,Maple Leaf,10575,2016,THEFTOVER,0.0
029,Maple Leaf,10575,2017,THEFTOVER,19.50268173
029,Maple Leaf,10575,2018,THEFTOVER,38.48744202
029,Maple Leaf,10575,2019,THEFTOVER,28.53609848
029,Maple Leaf,10575,2020,THEFTOVER,18.96993256
029,Maple Leaf,10575,2021,THEFTOVER,28.5496769
029,Maple Leaf,10575,2022,THEFTOVER,28.41178131
029,Maple Leaf,10575,2023,THEFTOVER,9.456264496
028,Rustic,10404,2014,ASSAULT,524.4927979
028,Rustic,10404,2015,ASSAULT,656.1940918
028,Rustic,10404,2016,ASSAULT,737.6395264
028,Rustic,10404,2017,ASSAULT,631.4750977
028,Rustic,10404,2018,ASSAULT,702.2335205
028,Rustic,10404,2019,ASSAULT,618.8956299
028,Rustic,10404,2020,ASSAULT,579.4862061
028,Rustic,10404,2021,ASSAULT,601.3579102
028,Rustic,10404,2022,ASSAULT,705.5866699
028,Rustic,10404,2023,ASSAULT,855.4401855
028,Rustic,10404,2014,AUTOTHEFT,69.27263641
028,Rustic,10404,2015,AUTOTHEFT,188.9043579
028,Rustic,10404,2016,AUTOTHEFT,99.68102264
028,Rustic,10404,2017,AUTOTHEFT,108.5347824
028,Rustic,10404,2018,AUTOTHEFT,146.298645
028,Rustic,10404,2019,AUTOTHEFT,367.4692993
028,Rustic,10404,2020,AUTOTHEFT,212.4782715
028,Rustic,10404,2021,AUTOTHEFT,155.1891327
028,Rustic,10404,2022,AUTOTHEFT,338.2949829
028,Rustic,10404,2023,AUTOTHEFT,326.7973938
028,Rustic,10404,2014,BIKETHEFT,0.0
028,Rustic,10404,2015,BIKETHEFT,19.88466835
028,Rustic,10404,2016,BIKETHEFT,29.90430641
028,Rustic,10404,2017,BIKETHEFT,0.0
028,Rustic,10404,2018,BIKETHEFT,0.0
028,Rustic,10404,2019,BIKETHEFT,19.34048843
028,Rustic,10404,2020,BIKETHEFT,48.2905159
028,Rustic,10404,2021,BIKETHEFT,0.0
028,Rustic,10404,2022,BIKETHEFT,9.611687812
028,Rustic,10404,2023,BIKETHEFT,0.0
028,Rustic,10404,2014,BREAKENTER,207.8179169
028,Rustic,10404,2015,BREAKENTER,169.0196838
028,Rustic,10404,2016,BREAKENTER,169.4577332
028,Rustic,10404,2017,BREAKENTER,118.4015808
028,Rustic,10404,2018,BREAKENTER,87.77919006
028,Rustic,10404,2019,BREAKENTER,135.3834229
028,Rustic,10404,2020,BREAKENTER,144.8715515
028,Rustic,10404,2021,BREAKENTER,67.89524841
028,Rustic,10404,2022,BREAKENTER,96.65571594
028,Rustic,10404,2023,BREAKENTER,182.6220703
028,Rustic,10404,2014,HOMICIDE,0.0
028,Rustic,10404,2015,HOMICIDE,9.942334175
028,Rustic,10404,2016,HOMICIDE,0.0
028,Rustic,10404,2017,HOMICIDE,0.0
028,Rustic,10404,2018,HOMICIDE,0.0
028,Rustic,10404,2019,HOMICIDE,9.670244217
028,Rustic,10404,2020,HOMICIDE,0.0
028,Rustic,10404,2021,HOMICIDE,19.39864159
028,Rustic,10404,2022,HOMICIDE,0.0
028,Rustic,10404,2023,HOMICIDE,0.0
028,Rustic,10404,2014,ROBBERY,138.5452728
028,Rustic,10404,2015,ROBBERY,159.0773468
028,Rustic,10404,2016,ROBBERY,59.80861282
028,Rustic,10404,2017,ROBBERY,39.4671936
028,Rustic,10404,2018,ROBBERY,78.02593994
028,Rustic,10404,2019,ROBBERY,29.01073456
028,Rustic,10404,2020,ROBBERY,77.26482391
028,Rustic,10404,2021,ROBBERY,58.19592667
028,Rustic,10404,2022,ROBBERY,38.66228485
028,Rustic,10404,2023,ROBBERY,19.22337532
028,Rustic,10404,2014,SHOOTING,49.48045349
028,Rustic,10404,2015,SHOOTING,69.59634399
028,Rustic,10404,2016,SHOOTING,89.71292114
028,Rustic,10404,2017,SHOOTING,29.6003952
028,Rustic,10404,2018,SHOOTING,78.02593994
028,Rustic,10404,2019,SHOOTING,67.69171143
028,Rustic,10404,2020,SHOOTING,57.94861984
028,Rustic,10404,2021,SHOOTING,67.89524841
028,Rustic,10404,2022,SHOOTING,9.665571213
028,Rustic,10404,2023,SHOOTING,28.83506393
028,Rustic,10404,2014,THEFTFROMMV,197.921814
028,Rustic,10404,2015,THEFTFROMMV,139.192688
028,Rustic,10404,2016,THEFTFROMMV,79.74481964
028,Rustic,10404,2017,THEFTFROMMV,177.6023712
028,Rustic,10404,2018,THEFTFROMMV,458.4024048
028,Rustic,10404,2019,THEFTFROMMV,251.4263611
028,Rustic,10404,2020,THEFTFROMMV,338.0335999
028,Rustic,10404,2021,THEFTFROMMV,126.0911713
028,Rustic,10404,2022,THEFTFROMMV,240.2921953
028,Rustic,10404,2023,THEFTFROMMV,134.5636292
028,Rustic,10404,2014,THEFTOVER,9.896091461
028,Rustic,10404,2015,THEFTOVER,9.942334175
028,Rustic,10404,2016,THEFTOVER,29.90430641
028,Rustic,10404,2017,THEFTOVER,9.866798401
028,Rustic,10404,2018,THEFTOVER,19.50648499
028,Rustic,10404,2019,THEFTOVER,9.670244217
028,Rustic,10404,2020,THEFTOVER,38.63241196
028,Rustic,10404,2021,THEFTOVER,0.0
028,Rustic,10404,2022,THEFTOVER,48.32785797
028,Rustic,10404,2023,THEFTOVER,19.22337532
027,York University Heights,29897,2014,ASSAULT,940.2866211
027,York University Heights,29897,2015,ASSAULT,1025.748413
027,York University Heights,29897,2016,ASSAULT,1264.6698
027,York University Heights,29897,2017,ASSAULT,1184.29248
027,York University Heights,29897,2018,ASSAULT,1213.260376
027,York University Heights,29897,2019,ASSAULT,1279.837524
027,York University Heights,29897,2020,ASSAULT,1172.138916
027,York University Heights,29897,2021,ASSAULT,1121.615723
027,York University Heights,29897,2022,ASSAULT,1123.0271
027,York University Heights,29897,2023,ASSAULT,1368.030273
027,York University Heights,29897,2014,AUTOTHEFT,374.7267761
027,York University Heights,29897,2015,AUTOTHEFT,348.8940125
027,York University Heights,29897,2016,AUTOTHEFT,381.8532104
027,York University Heights,29897,2017,AUTOTHEFT,322.0444641
027,York University Heights,29897,2018,AUTOTHEFT,311.0047913
027,York University Heights,29897,2019,AUTOTHEFT,497.7145691
027,York University Heights,29897,2020,AUTOTHEFT,631.6713867
027,York University Heights,29897,2021,AUTOTHEFT,586.2221069
027,York University Heights,29897,2022,AUTOTHEFT,775.6643677
027,York University Heights,29897,2023,AUTOTHEFT,879.6869507
027,York University Heights,29897,2014,BIKETHEFT,52.04538345
027,York University Heights,29897,2015,BIKETHEFT,94.20137787
027,York University Heights,29897,2016,BIKETHEFT,87.58100891
027,York University Heights,29897,2017,BIKETHEFT,114.2738419
027,York University Heights,29897,2018,BIKETHEFT,123.0348587
027,York University Heights,29897,2019,BIKETHEFT,60.94464111
027,York University Heights,29897,2020,BIKETHEFT,131.7389526
027,York University Heights,29897,2021,BIKETHEFT,60.99420547
027,York University Heights,29897,2022,BIKETHEFT,113.723785
027,York University Heights,29897,2023,BIKETHEFT,53.51707458
027,York University Heights,29897,2014,BREAKENTER,374.7267761
027,York University Heights,29897,2015,BREAKENTER,488.4515991
027,York University Heights,29897,2016,BREAKENTER,346.8208008
027,York University Heights,29897,2017,BREAKENTER,363.5986023
027,York University Heights,29897,2018,BREAKENTER,416.9514771
027,York University Heights,29897,2019,BREAKENTER,375.8252869
027,York University Heights,29897,2020,BREAKENTER,354.6817932
027,York University Heights,29897,2021,BREAKENTER,386.2966309
027,York University Heights,29897,2022,BREAKENTER,428.3016357
027,York University Heights,29897,2023,BREAKENTER,729.170166
027,York University Heights,29897,2014,HOMICIDE,3.46969223
027,York University Heights,29897,2015,HOMICIDE,0.0
027,York University Heights,29897,2016,HOMICIDE,7.006481171
027,York University Heights,29897,2017,HOMICIDE,3.462843657
027,York University Heights,29897,2018,HOMICIDE,3.417634964
027,York University Heights,29897,2019,HOMICIDE,0.0
027,York University Heights,29897,2020,HOMICIDE,3.37792182
027,York University Heights,29897,2021,HOMICIDE,20.33140182
027,York University Heights,29897,2022,HOMICIDE,10.11736107
027,York University Heights,29897,2023,HOMICIDE,0.0
027,York University Heights,29897,2014,ROBBERY,204.7118378
027,York University Heights,29897,2015,ROBBERY,296.559906
027,York University Heights,29897,2016,ROBBERY,241.723587
027,York University Heights,29897,2017,ROBBERY,259.7132874
027,York University Heights,29897,2018,ROBBERY,311.0047913
027,York University Heights,29897,2019,ROBBERY,277.6366882
027,York University Heights,29897,2020,ROBBERY,158.7623291
027,York University Heights,29897,2021,ROBBERY,135.5426788
027,York University Heights,29897,2022,ROBBERY,171.9951477
027,York University Heights,29897,2023,ROBBERY,354.5506287
027,York University Heights,29897,2014,SHOOTING,6.93938446
027,York University Heights,29897,2015,SHOOTING,3.488940001
027,York University Heights,29897,2016,SHOOTING,17.51620293
027,York University Heights,29897,2017,SHOOTING,34.62843704
027,York University Heights,29897,2018,SHOOTING,27.34107971
027,York University Heights,29897,2019,SHOOTING,20.31488037
027,York University Heights,29897,2020,SHOOTING,40.5350647
027,York University Heights,29897,2021,SHOOTING,47.43993759
027,York University Heights,29897,2022,SHOOTING,43.84189987
027,York University Heights,29897,2023,SHOOTING,20.06890297
027,York University Heights,29897,2014,THEFTFROMMV,489.226593
027,York University Heights,29897,2015,THEFTFROMMV,425.6506958
027,York University Heights,29897,2016,THEFTFROMMV,476.4407043
027,York University Heights,29897,2017,THEFTFROMMV,567.9063721
027,York University Heights,29897,2018,THEFTFROMMV,577.5803223
027,York University Heights,29897,2019,THEFTFROMMV,538.3443604
027,York University Heights,29897,2020,THEFTFROMMV,885.015564
027,York University Heights,29897,2021,THEFTFROMMV,677.7133789
027,York University Heights,29897,2022,THEFTFROMMV,719.1356992
027,York University Heights,29897,2023,THEFTFROMMV,595.3774414
027,York University Heights,29897,2014,THEFTOVER,104.0907669
027,York University Heights,29897,2015,THEFTOVER,160.4912415
027,York University Heights,29897,2016,THEFTOVER,133.1231384
027,York University Heights,29897,2017,THEFTOVER,131.5880585
027,York University Heights,29897,2018,THEFTOVER,126.4524918
027,York University Heights,29897,2019,THEFTOVER,104.9602203
027,York University Heights,29897,2020,THEFTOVER,141.8727264
027,York University Heights,29897,2021,THEFTOVER,108.4341431
027,York University Heights,29897,2022,THEFTOVER,198.9747772
027,York University Heights,29897,2023,THEFTOVER,133.7926941
025,Glenfield-Jane Heights,32251,2014,ASSAULT,935.0222778
025,Glenfield-Jane Heights,32251,2015,ASSAULT,989.4353638
025,Glenfield-Jane Heights,32251,2016,ASSAULT,1013.122375
025,Glenfield-Jane Heights,32251,2017,ASSAULT,917.1390381
025,Glenfield-Jane Heights,32251,2018,ASSAULT,965.6821289
025,Glenfield-Jane Heights,32251,2019,ASSAULT,1094.61731
025,Glenfield-Jane Heights,32251,2020,ASSAULT,887.1595459
025,Glenfield-Jane Heights,32251,2021,ASSAULT,984.6211548
025,Glenfield-Jane Heights,32251,2022,ASSAULT,880.9613037
025,Glenfield-Jane Heights,32251,2023,ASSAULT,1013.922058
025,Glenfield-Jane Heights,32251,2014,AUTOTHEFT,142.1486511
025,Glenfield-Jane Heights,32251,2015,AUTOTHEFT,162.7780762
025,Glenfield-Jane Heights,32251,2016,AUTOTHEFT,209.0569916
025,Glenfield-Jane Heights,32251,2017,AUTOTHEFT,162.4100342
025,Glenfield-Jane Heights,32251,2018,AUTOTHEFT,213.8970184
025,Glenfield-Jane Heights,32251,2019,AUTOTHEFT,274.4339905
025,Glenfield-Jane Heights,32251,2020,AUTOTHEFT,373.540863
025,Glenfield-Jane Heights,32251,2021,AUTOTHEFT,331.3328247
025,Glenfield-Jane Heights,32251,2022,AUTOTHEFT,501.1829224
025,Glenfield-Jane Heights,32251,2023,AUTOTHEFT,368.9808044
025,Glenfield-Jane Heights,32251,2014,BIKETHEFT,31.58859062
025,Glenfield-Jane Heights,32251,2015,BIKETHEFT,89.3683548
025,Glenfield-Jane Heights,32251,2016,BIKETHEFT,32.16261292
025,Glenfield-Jane Heights,32251,2017,BIKETHEFT,41.39863586
025,Glenfield-Jane Heights,32251,2018,BIKETHEFT,25.16435432
025,Glenfield-Jane Heights,32251,2019,BIKETHEFT,24.94854355
025,Glenfield-Jane Heights,32251,2020,BIKETHEFT,46.69260788
025,Glenfield-Jane Heights,32251,2021,BIKETHEFT,18.75468826
025,Glenfield-Jane Heights,32251,2022,BIKETHEFT,15.50339524
025,Glenfield-Jane Heights,32251,2023,BIKETHEFT,15.50339508
025,Glenfield-Jane Heights,32251,2014,BREAKENTER,113.7189255
025,Glenfield-Jane Heights,32251,2015,BREAKENTER,114.9021759
025,Glenfield-Jane Heights,32251,2016,BREAKENTER,96.48783875
025,Glenfield-Jane Heights,32251,2017,BREAKENTER,133.7494354
025,Glenfield-Jane Heights,32251,2018,BREAKENTER,119.5306854
025,Glenfield-Jane Heights,32251,2019,BREAKENTER,112.2684479
025,Glenfield-Jane Heights,32251,2020,BREAKENTER,158.7548676
025,Glenfield-Jane Heights,32251,2021,BREAKENTER,128.1570435
025,Glenfield-Jane Heights,32251,2022,BREAKENTER,105.8398743
025,Glenfield-Jane Heights,32251,2023,BREAKENTER,133.3291931
025,Glenfield-Jane Heights,32251,2014,HOMICIDE,0.0
025,Glenfield-Jane Heights,32251,2015,HOMICIDE,0.0
025,Glenfield-Jane Heights,32251,2016,HOMICIDE,3.216261387
025,Glenfield-Jane Heights,32251,2017,HOMICIDE,6.369020939
025,Glenfield-Jane Heights,32251,2018,HOMICIDE,0.0
025,Glenfield-Jane Heights,32251,2019,HOMICIDE,6.237135887
025,Glenfield-Jane Heights,32251,2020,HOMICIDE,3.112840414
025,Glenfield-Jane Heights,32251,2021,HOMICIDE,15.6289072
025,Glenfield-Jane Heights,32251,2022,HOMICIDE,9.338811874
025,Glenfield-Jane Heights,32251,2023,HOMICIDE,0.0
025,Glenfield-Jane Heights,32251,2014,ROBBERY,154.7840881
025,Glenfield-Jane Heights,32251,2015,ROBBERY,153.2028961
025,Glenfield-Jane Heights,32251,2016,ROBBERY,228.3545532
025,Glenfield-Jane Heights,32251,2017,ROBBERY,168.7790527
025,Glenfield-Jane Heights,32251,2018,ROBBERY,166.7138519
025,Glenfield-Jane Heights,32251,2019,ROBBERY,155.9283905
025,Glenfield-Jane Heights,32251,2020,ROBBERY,155.6420288
025,Glenfield-Jane Heights,32251,2021,ROBBERY,90.6476593
025,Glenfield-Jane Heights,32251,2022,ROBBERY,96.50106049
025,Glenfield-Jane Heights,32251,2023,ROBBERY,96.12104797
025,Glenfield-Jane Heights,32251,2014,SHOOTING,25.27087212
025,Glenfield-Jane Heights,32251,2015,SHOOTING,54.25936127
025,Glenfield-Jane Heights,32251,2016,SHOOTING,70.75775146
025,Glenfield-Jane Heights,32251,2017,SHOOTING,66.87471771
025,Glenfield-Jane Heights,32251,2018,SHOOTING,78.63861084
025,Glenfield-Jane Heights,32251,2019,SHOOTING,96.67560577
025,Glenfield-Jane Heights,32251,2020,SHOOTING,105.8365784
025,Glenfield-Jane Heights,32251,2021,SHOOTING,59.3898468
025,Glenfield-Jane Heights,32251,2022,SHOOTING,31.12937355
025,Glenfield-Jane Heights,32251,2023,SHOOTING,43.40950775
025,Glenfield-Jane Heights,32251,2014,THEFTFROMMV,249.5498657
025,Glenfield-Jane Heights,32251,2015,THEFTFROMMV,150.0111694
025,Glenfield-Jane Heights,32251,2016,THEFTFROMMV,283.0310059
025,Glenfield-Jane Heights,32251,2017,THEFTFROMMV,194.2551422
025,Glenfield-Jane Heights,32251,2018,THEFTFROMMV,257.9346313
025,Glenfield-Jane Heights,32251,2019,THEFTFROMMV,230.7740326
025,Glenfield-Jane Heights,32251,2020,THEFTFROMMV,432.6848145
025,Glenfield-Jane Heights,32251,2021,THEFTFROMMV,300.0750122
025,Glenfield-Jane Heights,32251,2022,THEFTFROMMV,251.1550029
025,Glenfield-Jane Heights,32251,2023,THEFTFROMMV,167.436676
025,Glenfield-Jane Heights,32251,2014,THEFTOVER,22.11201286
025,Glenfield-Jane Heights,32251,2015,THEFTOVER,22.3420887
025,Glenfield-Jane Heights,32251,2016,THEFTOVER,28.94635201
025,Glenfield-Jane Heights,32251,2017,THEFTOVER,22.29157448
025,Glenfield-Jane Heights,32251,2018,THEFTOVER,34.60098648
025,Glenfield-Jane Heights,32251,2019,THEFTOVER,37.42281723
025,Glenfield-Jane Heights,32251,2020,THEFTOVER,59.14397049
025,Glenfield-Jane Heights,32251,2021,THEFTOVER,21.88047028
025,Glenfield-Jane Heights,32251,2022,THEFTOVER,34.24230957
025,Glenfield-Jane Heights,32251,2023,THEFTOVER,83.71833801
057,Broadview North,12200,2014,ASSAULT,409.8360596
057,Broadview North,12200,2015,ASSAULT,487.4359131
057,Broadview North,12200,2016,ASSAULT,387.5315857
057,Broadview North,12200,2017,ASSAULT,476.4292908
057,Broadview North,12200,2018,ASSAULT,471.2301636
057,Broadview North,12200,2019,ASSAULT,566.0377197
057,Broadview North,12200,2020,ASSAULT,508.5718994
057,Broadview North,12200,2021,ASSAULT,453.4212646
057,Broadview North,12200,2022,ASSAULT,493.7052612
057,Broadview North,12200,2023,ASSAULT,663.9344482
057,Broadview North,12200,2014,AUTOTHEFT,16.72800255
057,Broadview North,12200,2015,AUTOTHEFT,33.61627197
057,Broadview North,12200,2016,AUTOTHEFT,58.97219849
057,Broadview North,12200,2017,AUTOTHEFT,50.15045166
057,Broadview North,12200,2018,AUTOTHEFT,49.60317612
057,Broadview North,12200,2019,AUTOTHEFT,24.6103363
057,Broadview North,12200,2020,AUTOTHEFT,57.41940689
057,Broadview North,12200,2021,AUTOTHEFT,90.68425751
057,Broadview North,12200,2022,AUTOTHEFT,123.4263153
057,Broadview North,12200,2023,AUTOTHEFT,139.3442688
057,Broadview North,12200,2014,BIKETHEFT,33.4560051
057,Broadview North,12200,2015,BIKETHEFT,75.63660431
057,Broadview North,12200,2016,BIKETHEFT,134.7935944
057,Broadview North,12200,2017,BIKETHEFT,83.58408356
057,Broadview North,12200,2018,BIKETHEFT,8.267195702
057,Broadview North,12200,2019,BIKETHEFT,106.6447906
057,Broadview North,12200,2020,BIKETHEFT,287.0970459
057,Broadview North,12200,2021,BIKETHEFT,82.44023132
057,Broadview North,12200,2022,BIKETHEFT,196.7213115
057,Broadview North,12200,2023,BIKETHEFT,90.1639328
057,Broadview North,12200,2014,BREAKENTER,117.0960159
057,Broadview North,12200,2015,BREAKENTER,176.4854126
057,Broadview North,12200,2016,BREAKENTER,134.7935944
057,Broadview North,12200,2017,BREAKENTER,200.6018066
057,Broadview North,12200,2018,BREAKENTER,66.13756561
057,Broadview North,12200,2019,BREAKENTER,205.0861359
057,Broadview North,12200,2020,BREAKENTER,205.0693207
057,Broadview North,12200,2021,BREAKENTER,148.3924103
057,Broadview North,12200,2022,BREAKENTER,139.8831635
057,Broadview North,12200,2023,BREAKENTER,180.3278656
057,Broadview North,12200,2014,HOMICIDE,0.0
057,Broadview North,12200,2015,HOMICIDE,0.0
057,Broadview North,12200,2016,HOMICIDE,0.0
057,Broadview North,12200,2017,HOMICIDE,8.358408928
057,Broadview North,12200,2018,HOMICIDE,8.267195702
057,Broadview North,12200,2019,HOMICIDE,0.0
057,Broadview North,12200,2020,HOMICIDE,0.0
057,Broadview North,12200,2021,HOMICIDE,8.244023323
057,Broadview North,12200,2022,HOMICIDE,8.228421211
057,Broadview North,12200,2023,HOMICIDE,0.0
057,Broadview North,12200,2014,ROBBERY,75.27600861
057,Broadview North,12200,2015,ROBBERY,33.61627197
057,Broadview North,12200,2016,ROBBERY,92.67060089
057,Broadview North,12200,2017,ROBBERY,41.79204178
057,Broadview North,12200,2018,ROBBERY,57.87036896
057,Broadview North,12200,2019,ROBBERY,41.01722717
057,Broadview North,12200,2020,ROBBERY,24.60831833
057,Broadview North,12200,2021,ROBBERY,82.44023132
057,Broadview North,12200,2022,ROBBERY,16.45684242
057,Broadview North,12200,2023,ROBBERY,24.59016418
057,Broadview North,12200,2014,SHOOTING,0.0
057,Broadview North,12200,2015,SHOOTING,0.0
057,Broadview North,12200,2016,SHOOTING,8.424599648
057,Broadview North,12200,2017,SHOOTING,8.358408928
057,Broadview North,12200,2018,SHOOTING,0.0
057,Broadview North,12200,2019,SHOOTING,0.0
057,Broadview North,12200,2020,SHOOTING,0.0
057,Broadview North,12200,2021,SHOOTING,8.244023323
057,Broadview North,12200,2022,SHOOTING,16.45684242
057,Broadview North,12200,2023,SHOOTING,0.0
057,Broadview North,12200,2014,THEFTFROMMV,125.460022
057,Broadview North,12200,2015,THEFTFROMMV,201.6976166
057,Broadview North,12200,2016,THEFTFROMMV,202.1903992
057,Broadview North,12200,2017,THEFTFROMMV,100.3009033
057,Broadview North,12200,2018,THEFTFROMMV,132.2751312
057,Broadview North,12200,2019,THEFTFROMMV,213.2895813
057,Broadview North,12200,2020,THEFTFROMMV,262.4887085
057,Broadview North,12200,2021,THEFTFROMMV,181.368515
057,Broadview North,12200,2022,THEFTFROMMV,270.4918033
057,Broadview North,12200,2023,THEFTFROMMV,229.508194
057,Broadview North,12200,2014,THEFTOVER,0.0
057,Broadview North,12200,2015,THEFTOVER,16.80813599
057,Broadview North,12200,2016,THEFTOVER,16.8491993
057,Broadview North,12200,2017,THEFTOVER,8.358408928
057,Broadview North,12200,2018,THEFTOVER,8.267195702
057,Broadview North,12200,2019,THEFTOVER,8.203445435
057,Broadview North,12200,2020,THEFTOVER,49.21663666
057,Broadview North,12200,2021,THEFTOVER,8.244023323
057,Broadview North,12200,2022,THEFTOVER,24.68526268
057,Broadview North,12200,2023,THEFTOVER,24.59016418
056,Leaside-Bennington,18185,2014,ASSAULT,232.0320129
056,Leaside-Bennington,18185,2015,ASSAULT,163.4273071
056,Leaside-Bennington,18185,2016,ASSAULT,234.3978882
056,Leaside-Bennington,18185,2017,ASSAULT,219.8183594
056,Leaside-Bennington,18185,2018,ASSAULT,204.8014526
056,Leaside-Bennington,18185,2019,ASSAULT,174.1181793
056,Leaside-Bennington,18185,2020,ASSAULT,162.0473785
056,Leaside-Bennington,18185,2021,ASSAULT,279.7672424
056,Leaside-Bennington,18185,2022,ASSAULT,183.1298523
056,Leaside-Bennington,18185,2023,ASSAULT,208.9634247
056,Leaside-Bennington,18185,2014,AUTOTHEFT,63.80880737
056,Leaside-Bennington,18185,2015,AUTOTHEFT,81.71365356
056,Leaside-Bennington,18185,2016,AUTOTHEFT,17.57984161
056,Leaside-Bennington,18185,2017,AUTOTHEFT,23.13877487
056,Leaside-Bennington,18185,2018,AUTOTHEFT,227.5571747
056,Leaside-Bennington,18185,2019,AUTOTHEFT,174.1181793
056,Leaside-Bennington,18185,2020,AUTOTHEFT,240.2771606
056,Leaside-Bennington,18185,2021,AUTOTHEFT,481.199646
056,Leaside-Bennington,18185,2022,AUTOTHEFT,438.4017639
056,Leaside-Bennington,18185,2023,AUTOTHEFT,615.8922119
056,Leaside-Bennington,18185,2014,BIKETHEFT,150.820816
056,Leaside-Bennington,18185,2015,BIKETHEFT,134.2438507
056,Leaside-Bennington,18185,2016,BIKETHEFT,222.6779938
056,Leaside-Bennington,18185,2017,BIKETHEFT,98.33979034
056,Leaside-Bennington,18185,2018,BIKETHEFT,130.8453674
056,Leaside-Bennington,18185,2019,BIKETHEFT,146.0345917
056,Leaside-Bennington,18185,2020,BIKETHEFT,268.2163696
056,Leaside-Bennington,18185,2021,BIKETHEFT,156.6696472
056,Leaside-Bennington,18185,2022,BIKETHEFT,54.99037668
056,Leaside-Bennington,18185,2023,BIKETHEFT,65.9884491
056,Leaside-Bennington,18185,2014,BREAKENTER,226.2312164
056,Leaside-Bennington,18185,2015,BREAKENTER,175.1006775
056,Leaside-Bennington,18185,2016,BREAKENTER,193.3782654
056,Leaside-Bennington,18185,2017,BREAKENTER,167.7561188
056,Leaside-Bennington,18185,2018,BREAKENTER,193.4235992
056,Leaside-Bennington,18185,2019,BREAKENTER,252.7521973
056,Leaside-Bennington,18185,2020,BREAKENTER,223.5136414
056,Leaside-Bennington,18185,2021,BREAKENTER,218.2184448
056,Leaside-Bennington,18185,2022,BREAKENTER,227.5249786
056,Leaside-Bennington,18185,2023,BREAKENTER,269.4528503
056,Leaside-Bennington,18185,2014,HOMICIDE,0.0
056,Leaside-Bennington,18185,2015,HOMICIDE,5.836689472
056,Leaside-Bennington,18185,2016,HOMICIDE,0.0
056,Leaside-Bennington,18185,2017,HOMICIDE,0.0
056,Leaside-Bennington,18185,2018,HOMICIDE,0.0
056,Leaside-Bennington,18185,2019,HOMICIDE,0.0
056,Leaside-Bennington,18185,2020,HOMICIDE,0.0
056,Leaside-Bennington,18185,2021,HOMICIDE,0.0
056,Leaside-Bennington,18185,2022,HOMICIDE,0.0
056,Leaside-Bennington,18185,2023,HOMICIDE,0.0
056,Leaside-Bennington,18185,2014,ROBBERY,40.60560226
056,Leaside-Bennington,18185,2015,ROBBERY,64.20358276
056,Leaside-Bennington,18185,2016,ROBBERY,46.87957764
056,Leaside-Bennington,18185,2017,ROBBERY,75.20101929
056,Leaside-Bennington,18185,2018,ROBBERY,45.51143646
056,Leaside-Bennington,18185,2019,ROBBERY,11.23343086
056,Leaside-Bennington,18185,2020,ROBBERY,44.70272827
056,Leaside-Bennington,18185,2021,ROBBERY,16.78603363
056,Leaside-Bennington,18185,2022,ROBBERY,22.19755745
056,Leaside-Bennington,18185,2023,ROBBERY,27.49518776
056,Leaside-Bennington,18185,2014,SHOOTING,0.0
056,Leaside-Bennington,18185,2015,SHOOTING,5.836689472
056,Leaside-Bennington,18185,2016,SHOOTING,0.0
056,Leaside-Bennington,18185,2017,SHOOTING,0.0
056,Leaside-Bennington,18185,2018,SHOOTING,0.0
056,Leaside-Bennington,18185,2019,SHOOTING,0.0
056,Leaside-Bennington,18185,2020,SHOOTING,0.0
056,Leaside-Bennington,18185,2021,SHOOTING,5.595344543
056,Leaside-Bennington,18185,2022,SHOOTING,5.549389362
056,Leaside-Bennington,18185,2023,SHOOTING,0.0
056,Leaside-Bennington,18185,2014,THEFTFROMMV,382.8528442
056,Leaside-Bennington,18185,2015,THEFTFROMMV,204.2841339
056,Leaside-Bennington,18185,2016,THEFTFROMMV,111.3389969
056,Leaside-Bennington,18185,2017,THEFTFROMMV,254.5265198
056,Leaside-Bennington,18185,2018,THEFTFROMMV,164.9789581
056,Leaside-Bennington,18185,2019,THEFTFROMMV,258.3688965
056,Leaside-Bennington,18185,2020,THEFTFROMMV,240.2771606
056,Leaside-Bennington,18185,2021,THEFTFROMMV,223.8137817
056,Leaside-Bennington,18185,2022,THEFTFROMMV,340.9403354
056,Leaside-Bennington,18185,2023,THEFTFROMMV,296.9480286
