NBHDNo,NBHDName,BranchCode,BranchName,Year,Circulation
166,St Lawrence-East Bayfront-The Islands,SL,St. Lawrence,2018,216375
095,Annex,SP,Spadina Road,2018,173509
116,Steeles,ST,Steeles,2018,114108
087,High Park-Swansea,SW,Swansea Memorial,2018,40102
059,Danforth Village - East York,SWS,S. Walter Stewart,2018,399144
122,Birchcliffe-Cliffside,TA,Taylor Memorial,2018,104908
055,Thorncliffe Park,TH,Thorncliffe,2018,152062
058,Old East York,TOD,Todmorden Room,2018,47739
098,Rosedale-Moore Park,TRL,Toronto Reference Library,2018,394068
043,Victoria Village,VV,Victoria Village,2018,87550
113,Weston,WE,Weston,2018,116159
022,Humbermede,WP,Woodview Park,2018,71530
129,Agincourt North,WS,Woodside Square,2018,312597
096,Casa Loma,WY,Wychwood,2018,115280
095,Annex,YO,Yorkville,2018,255993
025,Glenfield-Jane Heights,YW,York Woods,2018,181002
002,Mount Olive-Silverstone-Jamestown,AB,Albion,2019,300374
120,Clairlea-Birchmount,ACD,Albert Campbell,2019,219561
020,Alderwood,AD,Alderwood,2019,147747
118,Tam O'Shanter-Sullivan,AG,Agincourt,2019,562590
039,Bedford Park-Nortown,AH,Armour Heights,2019,213427
090,Junction Area,AN,Annette Street,2019,201398
030,Brookhaven-Amesbury,AP,Amesbury Park,2019,86154
150,Fenside-Parkwoods,BB,Brookbanks,2019,151891
154,Oakdale-Beverley Heights,BC,Black Creek,2019,79871
157,Bendale South,BD,Bendale,2019,114383
063,The Beaches,BE,Beaches,2019,287323
032,Englemount-Lawrence,BF,Barbara Frum,2019,482673
083,Dufferin Grove,BL,Bloor/Gladstone,2019,372794
015,Kingsway South,BR,Brentwood,2019,409868
147,L'Amoreaux West,BRW,Bridlewood,2019,346131
146,Malvern East,BUR,Burrows Hall,2019,123257
123,Cliffcrest,CC,Cliffcrest,2019,155449
035,Westminster-Branson,CE,Centennial,2019,270126
141,Golfdale-Cedarbrae-Woburn,CED,Cedarbrae,2019,374943
170,Yonge-Bay Corridor,CH,City Hall,2019,270410
037,Willowdale West,CL,North York Central Library,2019,995148
080,Palmerston-Little Italy,CS,College/Shaw,2019,189401
064,Woodbine Corridor,DA,Danforth/Coxwell,2019,273555
042,Banbury-Don Mills,DM,Don Mills,2019,472171
155,Downsview,DO,Downsview,2019,122726
098,Rosedale-Moore Park,DP,Deer Park,2019,415115
054,O'Connor-Parkview,DR,Dawes Road,2019,151755
094,Wychwood,DT,Davenport,2019,138693
092,Corso Italia-Davenport,DU,Dufferin/St. Clair,2019,169397
158,Islington,EA,Eatonville,2019,441050
011,Eringate-Centennial-West Deane,EB,Elmbrook Park,2019,120847
110,Keelesdale-Eglinton West,EG,Evelyn Gregory,2019,64150
052,Bayview Village,EN,Ethennonnhawahstihnen',2019,397779
120,Clairlea-Birchmount,ES,Eglinton Square,2019,202898
102,Forest Hill North,FH,Forest Hill,2019,172300
165,Harbourfront-CityPlace,FO,Fort York,2019,230898
044,Flemingdon Park,FP,Flemingdon Park,2019,98375
047,Don Valley Village,FV,Fairview,2019,638738
065,Greenwood-Coxwell,GE,Gerrard/Ashdale,2019,167483
130,Milliken,GHP,Goldhawk Park,2019,194589
140,Guildwood,GW,Guildwood,2019,47291
016,Stonegate-Queensway,HB,Humber Bay,2019,160861
134,Highland Creek,HC,Highland Creek,2019,135525
048,Hillcrest Village,HIL,Hillcrest,2019,281722
087,High Park-Swansea,HP,High Park,2019,338769
021,Humber Summit,HS,Humber Summit,2019,51847
001,West Humber-Clairville,HW,Humberwood,2019,50965
089,Runnymede-Bloor West Village,JD,Jane/Dundas,2019,267037
070,South Riverdale,JO,Jones,2019,154766
025,Glenfield-Jane Heights,JS,Jane/Sheppard,2019,93852
125,Ionview,KE,Kennedy/Eglinton,2019,122499
019,Long Branch,LB,Long Branch,2019,128543
056,Leaside-Bennington,LE,Leaside,2019,330924
103,Lawrence Park South,LO,Locke,2019,335761
078,Kensington-Chinatown,LS,Lillian H. Smith,2019,273328
062,East End-Danforth,MA,Main Street,2019,252545
146,Malvern East,MAL,Malvern,2019,291620
107,Oakwood-Vaughan,MAS,Maria A. Shchuka,2019,178398
126,Dorset Park,MCG,McGregor Park,2019,152135
115,Mount Dennis,MD,Mount Dennis,2019,89270
160,Mimico-Queensway,MI,Mimico Centennial,2019,167353
099,Mount Pleasant East,MP,Mount Pleasant,2019,155612
119,Wexford-Maryvale,MRV,Maryvale,2019,148594
136,West Hill,MS,Morningside,2019,156566
100,Yonge-Eglinton,ND,Northern District,2019,420227
001,West Humber-Clairville,NE,Northern Elms,2019,62927
018,New Toronto,NT,New Toronto,2019,122517
107,Oakwood-Vaughan,OV,Oakwood Village Library and Arts Centre,2019,142126
069,Blake-Jones,PA,Pape/Danforth,2019,359576
171,Junction-Wallace Emerson,PE,Perth/Dupont,2019,97542
085,South Parkdale,PK,Parkdale,2019,204819
073,Moss Park,PL,Parliament Street,2019,101464
095,Annex,PM,Palmerston,2019,194833
133,Centennial Scarborough,PU,Port Union,2019,200031
046,Pleasant View,PV,Pleasant View,2019,168874
070,South Riverdale,QS,Queen/Saulter,2019,103936
068,North Riverdale,RD,Riverdale,2019,225704
007,Willowridge-Martingrove-Richview,RI,Richview,2019,556421
088,High Park North,RN,Runnymede,2019,426354
004,Rexdale-Kipling,RX,Rexdale,2019,69288
078,Kensington-Chinatown,SA,Sanderson,2019,171106
156,Bendale -Glen Andrew,SC,Scarborough Civic Centre,2019,172072
091,Weston-Pellam Park,SI,St. Clair/Silverthorn,2019,14047
074,North St. James Town,SJ,St. James Town,2019,248646
166,St Lawrence-East Bayfront-The Islands,SL,St. Lawrence,2019,220519
095,Annex,SP,Spadina Road,2019,172880
116,Steeles,ST,Steeles,2019,198868
087,High Park-Swansea,SW,Swansea Memorial,2019,41280
059,Danforth Village - East York,SWS,S. Walter Stewart,2019,389780
122,Birchcliffe-Cliffside,TA,Taylor Memorial,2019,103046
055,Thorncliffe Park,TH,Thorncliffe,2019,138280
058,Old East York,TOD,Todmorden Room,2019,55877
098,Rosedale-Moore Park,TRL,Toronto Reference Library,2019,375830
043,Victoria Village,VV,Victoria Village,2019,87183
113,Weston,WE,Weston,2019,108961
022,Humbermede,WP,Woodview Park,2019,60941
129,Agincourt North,WS,Woodside Square,2019,290873
096,Casa Loma,WY,Wychwood,2019,14190
095,Annex,YO,Yorkville,2019,251808
025,Glenfield-Jane Heights,YW,York Woods,2019,134944
002,Mount Olive-Silverstone-Jamestown,AB,Albion,2020,126586
120,Clairlea-Birchmount,ACD,Albert Campbell,2020,12976
020,Alderwood,AD,Alderwood,2020,36256
118,Tam O'Shanter-Sullivan,AG,Agincourt,2020,266625
039,Bedford Park-Nortown,AH,Armour Heights,2020,64139
090,Junction Area,AN,Annette Street,2020,106555
030,Brookhaven-Amesbury,AP,Amesbury Park,2020,38630
150,Fenside-Parkwoods,BB,Brookbanks,2020,87211
154,Oakdale-Beverley Heights,BC,Black Creek,2020,22006
157,Bendale South,BD,Bendale,2020,52748
063,The Beaches,BE,Beaches,2020,144929
032,Englemount-Lawrence,BF,Barbara Frum,2020,252244
083,Dufferin Grove,BL,Bloor/Gladstone,2020,201595
015,Kingsway South,BR,Brentwood,2020,237555
147,L'Amoreaux West,BRW,Bridlewood,2020,90230
146,Malvern East,BUR,Burrows Hall,2020,29631
123,Cliffcrest,CC,Cliffcrest,2020,83210
035,Westminster-Branson,CE,Centennial,2020,142566
141,Golfdale-Cedarbrae-Woburn,CED,Cedarbrae,2020,151216
170,Yonge-Bay Corridor,CH,City Hall,2020,65935
037,Willowdale West,CL,North York Central Library,2020,454082
080,Palmerston-Little Italy,CS,College/Shaw,2020,107163
064,Woodbine Corridor,DA,Danforth/Coxwell,2020,158261
042,Banbury-Don Mills,DM,Don Mills,2020,250437
155,Downsview,DO,Downsview,2020,57064
098,Rosedale-Moore Park,DP,Deer Park,2020,196534
054,O'Connor-Parkview,DR,Dawes Road,2020,96246
094,Wychwood,DT,Davenport,2020,35733
092,Corso Italia-Davenport,DU,Dufferin/St. Clair,2020,109802
158,Islington,EA,Eatonville,2020,225948
011,Eringate-Centennial-West Deane,EB,Elmbrook Park,2020,59378
110,Keelesdale-Eglinton West,EG,Evelyn Gregory,2020,25521
052,Bayview Village,EN,Ethennonnhawahstihnen',2020,140088
120,Clairlea-Birchmount,ES,Eglinton Square,2020,63514
102,Forest Hill North,FH,Forest Hill,2020,108414
165,Harbourfront-CityPlace,FO,Fort York,2020,118480
044,Flemingdon Park,FP,Flemingdon Park,2020,31643
047,Don Valley Village,FV,Fairview,2020,302231
065,Greenwood-Coxwell,GE,Gerrard/Ashdale,2020,54932
130,Milliken,GHP,Goldhawk Park,2020,85080
140,Guildwood,GW,Guildwood,2020,51998
016,Stonegate-Queensway,HB,Humber Bay,2020,43315
134,Highland Creek,HC,Highland Creek,2020,65639
048,Hillcrest Village,HIL,Hillcrest,2020,155417
087,High Park-Swansea,HP,High Park,2020,159632
021,Humber Summit,HS,Humber Summit,2020,22677
001,West Humber-Clairville,HW,Humberwood,2020,14847
089,Runnymede-Bloor West Village,JD,Jane/Dundas,2020,136480
070,South Riverdale,JO,Jones,2020,85172
025,Glenfield-Jane Heights,JS,Jane/Sheppard,2020,46122
125,Ionview,KE,Kennedy/Eglinton,2020,60245
019,Long Branch,LB,Long Branch,2020,79922
056,Leaside-Bennington,LE,Leaside,2020,192613
103,Lawrence Park South,LO,Locke,2020,177203
078,Kensington-Chinatown,LS,Lillian H. Smith,2020,148317
062,East End-Danforth,MA,Main Street,2020,136340
146,Malvern East,MAL,Malvern,2020,124229
107,Oakwood-Vaughan,MAS,Maria A. Shchuka,2020,75572
126,Dorset Park,MCG,McGregor Park,2020,77049
115,Mount Dennis,MD,Mount Dennis,2020,39678
160,Mimico-Queensway,MI,Mimico Centennial,2020,96529
099,Mount Pleasant East,MP,Mount Pleasant,2020,39179
119,Wexford-Maryvale,MRV,Maryvale,2020,36625
136,West Hill,MS,Morningside,2020,100102
100,Yonge-Eglinton,ND,Northern District,2020,218795
001,West Humber-Clairville,NE,Northern Elms,2020,40990
018,New Toronto,NT,New Toronto,2020,50501
107,Oakwood-Vaughan,OV,Oakwood Village Library and Arts Centre,2020,79771
069,Blake-Jones,PA,Pape/Danforth,2020,174872
171,Junction-Wallace Emerson,PE,Perth/Dupont,2020,26668
085,South Parkdale,PK,Parkdale,2020,158296
073,Moss Park,PL,Parliament Street,2020,107691
095,Annex,PM,Palmerston,2020,147392
133,Centennial Scarborough,PU,Port Union,2020,49387
046,Pleasant View,PV,Pleasant View,2020,88899
070,South Riverdale,QS,Queen/Saulter,2020,26002
068,North Riverdale,RD,Riverdale,2020,123931
007,Willowridge-Martingrove-Richview,RI,Richview,2020,260967
088,High Park North,RN,Runnymede,2020,238495
004,Rexdale-Kipling,RX,Rexdale,2020,19791
078,Kensington-Chinatown,SA,Sanderson,2020,67177
156,Bendale -Glen Andrew,SC,Scarborough Civic Centre,2020,75354
091,Weston-Pellam Park,SI,St. Clair/Silverthorn,2020,15409
074,North St. James Town,SJ,St. James Town,2020,52790
166,St Lawrence-East Bayfront-The Islands,SL,St. Lawrence,2020,120344
095,Annex,SP,Spadina Road,2020,52033
116,Steeles,ST,Steeles,2020,101547
087,High Park-Swansea,SW,Swansea Memorial,2020,12110
059,Danforth Village - East York,SWS,S. Walter Stewart,2020,211230
122,Birchcliffe-Cliffside,TA,Taylor Memorial,2020,72986
055,Thorncliffe Park,TH,Thorncliffe,2020,66087
058,Old East York,TOD,Todmorden Room,2020,13900
098,Rosedale-Moore Park,TRL,Toronto Reference Library,2020,201399
043,Victoria Village,VV,Victoria Village,2020,33155
113,Weston,WE,Weston,2020,51331
022,Humbermede,WP,Woodview Park,2020,28476
129,Agincourt North,WS,Woodside Square,2020,78857
096,Casa Loma,WY,Wychwood,2020,5174
095,Annex,YO,Yorkville,2020,70318
025,Glenfield-Jane Heights,YW,York Woods,2020,26964
002,Mount Olive-Silverstone-Jamestown,AB,Albion,2021,155096
120,Clairlea-Birchmount,ACD,Albert Campbell,2021,28134
020,Alderwood,AD,Alderwood,2021,48728
118,Tam O'Shanter-Sullivan,AG,Agincourt,2021,326570
039,Bedford Park-Nortown,AH,Armour Heights,2021,105018
090,Junction Area,AN,Annette Street,2021,149040
030,Brookhaven-Amesbury,AP,Amesbury Park,2021,41849
150,Fenside-Parkwoods,BB,Brookbanks,2021,111742
154,Oakdale-Beverley Heights,BC,Black Creek,2021,19013
157,Bendale South,BD,Bendale,2021,63449
063,The Beaches,BE,Beaches,2021,183234
032,Englemount-Lawrence,BF,Barbara Frum,2021,293635
083,Dufferin Grove,BL,Bloor/Gladstone,2021,259208
015,Kingsway South,BR,Brentwood,2021,323591
147,L'Amoreaux West,BRW,Bridlewood,2021,116119
146,Malvern East,BUR,Burrows Hall,2021,20539
123,Cliffcrest,CC,Cliffcrest,2021,99385
035,Westminster-Branson,CE,Centennial,2021,193796
141,Golfdale-Cedarbrae-Woburn,CED,Cedarbrae,2021,163107
170,Yonge-Bay Corridor,CH,City Hall,2021,10989
037,Willowdale West,CL,North York Central Library,2021,557517
080,Palmerston-Little Italy,CS,College/Shaw,2021,156730
064,Woodbine Corridor,DA,Danforth/Coxwell,2021,209279
042,Banbury-Don Mills,DM,Don Mills,2021,322966
155,Downsview,DO,Downsview,2021,88205
098,Rosedale-Moore Park,DP,Deer Park,2021,236812
054,O'Connor-Parkview,DR,Dawes Road,2021,118588
094,Wychwood,DT,Davenport,2021,26454
092,Corso Italia-Davenport,DU,Dufferin/St. Clair,2021,150961
158,Islington,EA,Eatonville,2021,316632
011,Eringate-Centennial-West Deane,EB,Elmbrook Park,2021,79901
110,Keelesdale-Eglinton West,EG,Evelyn Gregory,2021,33233
052,Bayview Village,EN,Ethennonnhawahstihnen',2021,228315
120,Clairlea-Birchmount,ES,Eglinton Square,2021,83269
102,Forest Hill North,FH,Forest Hill,2021,145741
165,Harbourfront-CityPlace,FO,Fort York,2021,164671
044,Flemingdon Park,FP,Flemingdon Park,2021,48842
047,Don Valley Village,FV,Fairview,2021,327664
065,Greenwood-Coxwell,GE,Gerrard/Ashdale,2021,108116
130,Milliken,GHP,Goldhawk Park,2021,148829
140,Guildwood,GW,Guildwood,2021,68108
016,Stonegate-Queensway,HB,Humber Bay,2021,35186
134,Highland Creek,HC,Highland Creek,2021,94402
048,Hillcrest Village,HIL,Hillcrest,2021,203559
087,High Park-Swansea,HP,High Park,2021,200351
021,Humber Summit,HS,Humber Summit,2021,24270
001,West Humber-Clairville,HW,Humberwood,2021,17228
089,Runnymede-Bloor West Village,JD,Jane/Dundas,2021,190050
070,South Riverdale,JO,Jones,2021,115065
025,Glenfield-Jane Heights,JS,Jane/Sheppard,2021,52713
125,Ionview,KE,Kennedy/Eglinton,2021,81130
019,Long Branch,LB,Long Branch,2021,111236
056,Leaside-Bennington,LE,Leaside,2021,275747
103,Lawrence Park South,LO,Locke,2021,240346
078,Kensington-Chinatown,LS,Lillian H. Smith,2021,198145
062,East End-Danforth,MA,Main Street,2021,190319
146,Malvern East,MAL,Malvern,2021,154004
107,Oakwood-Vaughan,MAS,Maria A. Shchuka,2021,98129
126,Dorset Park,MCG,McGregor Park,2021,99043
115,Mount Dennis,MD,Mount Dennis,2021,49966
160,Mimico-Queensway,MI,Mimico Centennial,2021,133806
099,Mount Pleasant East,MP,Mount Pleasant,2021,11242
119,Wexford-Maryvale,MRV,Maryvale,2021,38201
136,West Hill,MS,Morningside,2021,155286
100,Yonge-Eglinton,ND,Northern District,2021,273570
001,West Humber-Clairville,NE,Northern Elms,2021,45142
018,New Toronto,NT,New Toronto,2021,63807
107,Oakwood-Vaughan,OV,Oakwood Village Library and Arts Centre,2021,116773
069,Blake-Jones,PA,Pape/Danforth,2021,234282
171,Junction-Wallace Emerson,PE,Perth/Dupont,2021,22187
085,South Parkdale,PK,Parkdale,2021,188589
073,Moss Park,PL,Parliament Street,2021,147856
095,Annex,PM,Palmerston,2021,204010
133,Centennial Scarborough,PU,Port Union,2021,45739
046,Pleasant View,PV,Pleasant View,2021,101720
070,South Riverdale,QS,Queen/Saulter,2021,19390
068,North Riverdale,RD,Riverdale,2021,156177
007,Willowridge-Martingrove-Richview,RI,Richview,2021,317534
088,High Park North,RN,Runnymede,2021,309451
004,Rexdale-Kipling,RX,Rexdale,2021,25604
078,Kensington-Chinatown,SA,Sanderson,2021,73687
156,Bendale -Glen Andrew,SC,Scarborough Civic Centre,2021,93231
091,Weston-Pellam Park,SI,St. Clair/Silverthorn,2021,20242
074,North St. James Town,SJ,St. James Town,2021,23406
166,St Lawrence-East Bayfront-The Islands,SL,St. Lawrence,2021,161940
095,Annex,SP,Spadina Road,2021,33199
116,Steeles,ST,Steeles,2021,133286
087,High Park-Swansea,SW,Swansea Memorial,2021,4642
059,Danforth Village - East York,SWS,S. Walter Stewart,2021,294167
122,Birchcliffe-Cliffside,TA,Taylor Memorial,2021,89976
055,Thorncliffe Park,TH,Thorncliffe,2021,69257
058,Old East York,TOD,Todmorden Room,2021,6238
098,Rosedale-Moore Park,TRL,Toronto Reference Library,2021,238759
043,Victoria Village,VV,Victoria Village,2021,49993
113,Weston,WE,Weston,2021,59795
022,Humbermede,WP,Woodview Park,2021,38902
129,Agincourt North,WS,Woodside Square,2021,81545
096,Casa Loma,WY,Wychwood,2021,3768
095,Annex,YO,Yorkville,2021,65723
025,Glenfield-Jane Heights,YW,York Woods,2021,22279
002,Mount Olive-Silverstone-Jamestown,AB,Albion,2022,209792
120,Clairlea-Birchmount,ACD,Albert Campbell,2022,84732
020,Alderwood,AD,Alderwood,2022,91028
118,Tam O'Shanter-Sullivan,AG,Agincourt,2022,394133
039,Bedford Park-Nortown,AH,Armour Heights,2022,69713
090,Junction Area,AN,Annette Street,2022,131914
030,Brookhaven-Amesbury,AP,Amesbury Park,2022,53317
150,Fenside-Parkwoods,BB,Brookbanks,2022,134769
154,Oakdale-Beverley Heights,BC,Black Creek,2022,33959
157,Bendale South,BD,Bendale,2022,69628
063,The Beaches,BE,Beaches,2022,215838
032,Englemount-Lawrence,BF,Barbara Frum,2022,368807
083,Dufferin Grove,BL,Bloor/Gladstone,2022,289981
015,Kingsway South,BR,Brentwood,2022,345454
147,L'Amoreaux West,BRW,Bridlewood,2022,203836
146,Malvern East,BUR,Burrows Hall,2022,64432
123,Cliffcrest,CC,Cliffcrest,2022,116600
035,Westminster-Branson,CE,Centennial,2022,217757
141,Golfdale-Cedarbrae-Woburn,CED,Cedarbrae,2022,237252
170,Yonge-Bay Corridor,CH,City Hall,2022,68917
037,Willowdale West,CL,North York Central Library,2022,732038
080,Palmerston-Little Italy,CS,College/Shaw,2022,128467
064,Woodbine Corridor,DA,Danforth/Coxwell,2022,225709
042,Banbury-Don Mills,DM,Don Mills,2022,401716
155,Downsview,DO,Downsview,2022,119424
098,Rosedale-Moore Park,DP,Deer Park,2022,288495
054,O'Connor-Parkview,DR,Dawes Road,2022,94405
094,Wychwood,DT,Davenport,2022,57890
092,Corso Italia-Davenport,DU,Dufferin/St. Clair,2022,154485
158,Islington,EA,Eatonville,2022,359551
011,Eringate-Centennial-West Deane,EB,Elmbrook Park,2022,76420
110,Keelesdale-Eglinton West,EG,Evelyn Gregory,2022,34926
052,Bayview Village,EN,Ethennonnhawahstihnen',2022,279998
120,Clairlea-Birchmount,ES,Eglinton Square,2022,136581
102,Forest Hill North,FH,Forest Hill,2022,143551
165,Harbourfront-CityPlace,FO,Fort York,2022,180341
044,Flemingdon Park,FP,Flemingdon Park,2022,66808
047,Don Valley Village,FV,Fairview,2022,447214
065,Greenwood-Coxwell,GE,Gerrard/Ashdale,2022,99785
130,Milliken,GHP,Goldhawk Park,2022,118150
140,Guildwood,GW,Guildwood,2022,63224
016,Stonegate-Queensway,HB,Humber Bay,2022,83126
134,Highland Creek,HC,Highland Creek,2022,87911
048,Hillcrest Village,HIL,Hillcrest,2022,181066
087,High Park-Swansea,HP,High Park,2022,200102
021,Humber Summit,HS,Humber Summit,2022,33951
001,West Humber-Clairville,HW,Humberwood,2022,29362
089,Runnymede-Bloor West Village,JD,Jane/Dundas,2022,200464
070,South Riverdale,JO,Jones,2022,108010
025,Glenfield-Jane Heights,JS,Jane/Sheppard,2022,70105
125,Ionview,KE,Kennedy/Eglinton,2022,110971
019,Long Branch,LB,Long Branch,2022,90655
056,Leaside-Bennington,LE,Leaside,2022,282606
103,Lawrence Park South,LO,Locke,2022,162948
078,Kensington-Chinatown,LS,Lillian H. Smith,2022,237732
062,East End-Danforth,MA,Main Street,2022,225908
146,Malvern East,MAL,Malvern,2022,210714
107,Oakwood-Vaughan,MAS,Maria A. Shchuka,2022,138093
126,Dorset Park,MCG,McGregor Park,2022,101179
115,Mount Dennis,MD,Mount Dennis,2022,73517
160,Mimico-Queensway,MI,Mimico Centennial,2022,161819
099,Mount Pleasant East,MP,Mount Pleasant,2022,10191
119,Wexford-Maryvale,MRV,Maryvale,2022,55037
136,West Hill,MS,Morningside,2022,143361
100,Yonge-Eglinton,ND,Northern District,2022,380855
001,West Humber-Clairville,NE,Northern Elms,2022,46726
018,New Toronto,NT,New Toronto,2022,78132
107,Oakwood-Vaughan,OV,Oakwood Village Library and Arts Centre,2022,110991
069,Blake-Jones,PA,Pape/Danforth,2022,268749
171,Junction-Wallace Emerson,PE,Perth/Dupont,2022,60143
085,South Parkdale,PK,Parkdale,2022,279390
073,Moss Park,PL,Parliament Street,2022,177165
095,Annex,PM,Palmerston,2022,184670
133,Centennial Scarborough,PU,Port Union,2022,109801
046,Pleasant View,PV,Pleasant View,2022,100288
070,South Riverdale,QS,Queen/Saulter,2022,73086
068,North Riverdale,RD,Riverdale,2022,171092
007,Willowridge-Martingrove-Richview,RI,Richview,2022,398376
088,High Park North,RN,Runnymede,2022,362744
004,Rexdale-Kipling,RX,Rexdale,2022,35307
078,Kensington-Chinatown,SA,Sanderson,2022,102407
156,Bendale -Glen Andrew,SC,Scarborough Civic Centre,2022,134117
091,Weston-Pellam Park,SI,St. Clair/Silverthorn,2022,44750
074,North St. James Town,SJ,St. James Town,2022,81061
166,St Lawrence-East Bayfront-The Islands,SL,St. Lawrence,2022,146566
095,Annex,SP,Spadina Road,2022,72202
116,Steeles,ST,Steeles,2022,132901
087,High Park-Swansea,SW,Swansea Memorial,2022,16345
059,Danforth Village - East York,SWS,S. Walter Stewart,2022,338947
122,Birchcliffe-Cliffside,TA,Taylor Memorial,2022,78732
055,Thorncliffe Park,TH,Thorncliffe,2022,91727
058,Old East York,TOD,Todmorden Room,2022,20919
098,Rosedale-Moore Park,TRL,Toronto Reference Library,2022,239509
043,Victoria Village,VV,Victoria Village,2022,49054
113,Weston,WE,Weston,2022,78666
022,Humbermede,WP,Woodview Park,2022,35084
129,Agincourt North,WS,Woodside Square,2022,176330
096,Casa Loma,WY,Wychwood,2022,47953
095,Annex,YO,Yorkville,2022,142124
025,Glenfield-Jane Heights,YW,York Woods,2022,43695
